,bet_offer_id,closed,criterion_id,criterion_label,criterion_english_label,occurrence_type,lifetime,bet_offer_type_id,bet_offer_type_name,bet_offer_type_english_name,event_id,outcome_id,outcome_label,outcome_english_label,odds,line,participant,type,changed_date,odds_fractional,odds_american,status,cash_out_status,home_score,away_score
0,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554369992,0-0,0-0,3150.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,43/20,215,OPEN,ENABLED,0,0
1,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554369993,1-0,1-0,4100.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,3/1,310,OPEN,ENABLED,1,0
2,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554369994,2-0,2-0,10000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,9/1,900,OPEN,ENABLED,2,0
3,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554369995,3-0,3-0,36000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,35/1,3500,OPEN,ENABLED,3,0
4,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554369996,4-0,4-0,161000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,160/1,16000,OPEN,ENABLED,4,0
5,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554369998,0-1,0-1,5200.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,21/5,420,OPEN,ENABLED,0,1
6,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554369999,1-1,1-1,6500.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,11/2,550,OPEN,ENABLED,1,1
7,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554370000,2-1,2-1,19000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,18/1,1800,OPEN,ENABLED,2,1
8,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554370001,3-1,3-1,71000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,70/1,7000,OPEN,ENABLED,3,1
9,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554370004,0-2,0-2,17000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,16/1,1600,OPEN,ENABLED,0,2
10,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554370005,1-2,1-2,23000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,22/1,2200,OPEN,ENABLED,1,2
11,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554370006,2-2,2-2,61000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,60/1,6000,OPEN,ENABLED,2,2
12,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554370007,3-2,3-2,251000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,250/1,25000,OPEN,ENABLED,3,2
13,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554370010,0-3,0-3,71000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,70/1,7000,OPEN,ENABLED,0,3
14,2468595399,2024-11-09T15:00:00Z,1000505272,Correcte Score - 1e Helft,Correct Score - 1st Half,GOALS,,3,Correcte Score,Correct Score,1021042522,3554370011,1-3,1-3,111000.0,,,OT_UNTYPED,2024-11-06T05:43:41Z,110/1,11000,OPEN,ENABLED,1,3
15,2468595400,2024-11-09T15:00:00Z,1002275573,Asian Handicap – 1e Helft,Asian Handicap - 1st Half,GOALS,,7,Asian Handicap,Asian Handicap,1021042522,3554370024,West Ham,West Ham,1380.0,250.0,West Ham,OT_UNTYPED,2024-11-06T05:43:39Z,4/11,-265,OPEN,DISABLED,,
16,2468595400,2024-11-09T15:00:00Z,1002275573,Asian Handicap – 1e Helft,Asian Handicap - 1st Half,GOALS,,7,Asian Handicap,Asian Handicap,1021042522,3554370027,Everton,Everton,2950.0,-250.0,Everton,OT_UNTYPED,2024-11-06T05:43:39Z,39/20,195,OPEN,DISABLED,,
17,2468595401,2024-11-09T15:00:00Z,1002275573,Asian Handicap – 1e Helft,Asian Handicap - 1st Half,GOALS,,7,Asian Handicap,Asian Handicap,1021042522,3554370026,West Ham,West Ham,3550.0,-750.0,West Ham,OT_UNTYPED,2024-11-06T05:43:38Z,5/2,255,OPEN,DISABLED,,
18,2468595401,2024-11-09T15:00:00Z,1002275573,Asian Handicap – 1e Helft,Asian Handicap - 1st Half,GOALS,,7,Asian Handicap,Asian Handicap,1021042522,3554370029,Everton,Everton,1290.0,750.0,Everton,OT_UNTYPED,2024-11-06T05:43:38Z,2/7,-345,OPEN,DISABLED,,
19,2468595405,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370038,Ja,Yes,9500.0,1000.0,"Rodríguez, Guido",OT_YES,2024-11-06T05:43:39Z,17/2,850,OPEN,DISABLED,,
20,2468595407,2024-11-09T15:00:00Z,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1021042522,3554370045,Meer dan,Over,1580.0,2250.0,,OT_OVER,2024-11-06T05:43:40Z,4/7,-175,OPEN,DISABLED,,
21,2468595407,2024-11-09T15:00:00Z,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1021042522,3554370047,Minder dan,Under,2350.0,2250.0,,OT_UNDER,2024-11-06T05:43:40Z,27/20,135,OPEN,DISABLED,,
22,2468595408,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370046,Ja,Yes,11000.0,1000.0,"Kilman, Max",OT_YES,2024-11-06T05:43:39Z,10/1,1000,OPEN,DISABLED,,
23,2468595412,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370053,Ja,Yes,5300.0,1000.0,"Ndiaye, Iliman",OT_YES,2024-11-06T05:43:39Z,17/4,430,OPEN,DISABLED,,
24,2468595413,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370055,Ja,Yes,13000.0,1000.0,"Mykolenko, Vitaliy",OT_YES,2024-11-06T05:43:40Z,12/1,1200,OPEN,DISABLED,,
25,2468595414,2024-11-09T15:00:00Z,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1021042522,3554370057,Meer dan,Over,3650.0,3750.0,,OT_OVER,2024-11-06T05:43:39Z,13/5,265,OPEN,DISABLED,,
26,2468595414,2024-11-09T15:00:00Z,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1021042522,3554370064,Minder dan,Under,1280.0,3750.0,,OT_UNDER,2024-11-06T05:43:39Z,7/25,-360,OPEN,DISABLED,,
27,2468595415,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370060,Ja,Yes,6400.0,1000.0,"Lindstrøm, Jesper",OT_YES,2024-11-06T05:43:40Z,27/5,540,OPEN,DISABLED,,
28,2468595416,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370062,Ja,Yes,4800.0,1000.0,"Soucek, Tomás",OT_YES,2024-11-06T05:43:39Z,19/5,380,OPEN,DISABLED,,
29,2468595420,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370070,Ja,Yes,12500.0,1000.0,"Mangala, Orel",OT_YES,2024-11-06T05:43:40Z,23/2,1150,OPEN,DISABLED,,
30,2468595421,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370072,Ja,Yes,5800.0,1000.0,"Doucouré, Abdoulaye",OT_YES,2024-11-06T05:43:40Z,24/5,480,OPEN,DISABLED,,
31,2468595422,2024-11-09T15:00:00Z,1005153925,Scoort ten minste 2 doelpunten,To score at least 2 goals,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370073,Ja,Yes,41000.0,2000.0,"Ndiaye, Iliman",OT_YES,2024-11-06T05:43:40Z,40/1,4000,OPEN,DISABLED,,
32,2468595424,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370076,Ja,Yes,3300.0,1000.0,"Bowen, Jarrod",OT_YES,2024-11-06T05:43:40Z,23/10,230,OPEN,DISABLED,,
33,2468595430,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370089,Ja,Yes,11000.0,1000.0,"Mavropanos, Konstantinos",OT_YES,2024-11-06T05:43:40Z,10/1,1000,OPEN,DISABLED,,
34,2468595432,2024-11-09T15:00:00Z,2100034872,West Ham Raakt het Houtwerk in de Wedstrijd (Afgewikkeld volgens Opta-gegevens. Met uitzondering van situaties waarbij een doelpunt direct volgt na het raken van de paal of lat. Schoten tegen het houtwerk worden alleen toegeschreven aan het aanvallende team),West Ham to Hit the Woodwork in the Match (Settled using Opta data. Excluding woodwork hits that result directly in a goal. Woodwork hits are only counted for the attacking team),,FULL_TIME,18,Ja/Nee,Yes/No,1021042522,3554370101,Ja,Yes,2650.0,,,OT_YES,2024-11-06T05:43:39Z,33/20,165,OPEN,ENABLED,,
35,2468595433,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370096,Ja,Yes,10000.0,1000.0,"Gueye, Idrissa",OT_YES,2024-11-06T05:43:40Z,9/1,900,OPEN,DISABLED,,
36,2468595435,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370099,Ja,Yes,11500.0,1000.0,Emerson Palmieri,OT_YES,2024-11-06T05:43:41Z,21/2,1050,OPEN,DISABLED,,
37,2468595437,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370103,Ja,Yes,3050.0,1000.0,"Füllkrug, Niclas",OT_YES,2024-11-06T05:43:40Z,41/20,205,OPEN,DISABLED,,
38,2468595438,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370105,Ja,Yes,4100.0,1000.0,"Summerville, Crysencio",OT_YES,2024-11-06T05:43:40Z,3/1,310,OPEN,DISABLED,,
39,2468595439,2024-11-09T15:00:00Z,1001568620,3-Way Handicap - 1e Helft,3-Way Handicap - 1st Half,GOALS,,11,3-Way handicap,3-Way Handicap,1021042522,3554370107,1,1,8000.0,-1000.0,West Ham,OT_ONE,2024-11-06T05:43:39Z,7/1,700,OPEN,ENABLED,,
40,2468595439,2024-11-09T15:00:00Z,1001568620,3-Way Handicap - 1e Helft,3-Way Handicap - 1st Half,GOALS,,11,3-Way handicap,3-Way Handicap,1021042522,3554370113,X,X,3700.0,-1000.0,,OT_CROSS,2024-11-06T05:43:39Z,27/10,270,OPEN,ENABLED,,
41,2468595439,2024-11-09T15:00:00Z,1001568620,3-Way Handicap - 1e Helft,3-Way Handicap - 1st Half,GOALS,,11,3-Way handicap,3-Way Handicap,1021042522,3554370117,2,2,1460.0,-1000.0,Everton,OT_TWO,2024-11-06T05:43:39Z,4/9,-220,OPEN,ENABLED,,
42,2468595440,2024-11-09T15:00:00Z,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370115,Ja,Yes,3300.0,1000.0,"Ings, Danny",OT_YES,2024-11-06T05:43:41Z,23/10,230,OPEN,DISABLED,,
43,2468595442,2024-11-09T15:00:00Z,1005153925,Scoort ten minste 2 doelpunten,To score at least 2 goals,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370121,Ja,Yes,41000.0,2000.0,"McNeil, Dwight",OT_YES,2024-11-06T05:43:41Z,40/1,4000,OPEN,DISABLED,,
44,2468595443,2024-11-09T15:00:00Z,1005153925,Scoort ten minste 2 doelpunten,To score at least 2 goals,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1021042522,3554370123,Ja,Yes,17000.0,2000.0,"Calvert-Lewin, Dominic",OT_YES,2024-11-06T05:43:41Z,16/1,1600,OPEN,DISABLED,,
45,2468595445,2024-11-09T15:00:00Z,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1021042522,3554370127,Meer dan,Over,2650.0,3250.0,,OT_OVER,2024-11-06T05:43:41Z,33/20,165,OPEN,DISABLED,,
46,2468595445,2024-11-09T15:00:00Z,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1021042522,3554370128,Minder dan,Under,1470.0,3250.0,,OT_UNDER,2024-11-06T05:43:41Z,4/9,-215,OPEN,DISABLED,,
47,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370129,"Kilman, Max","Kilman, Max",29000.0,,"Kilman, Max",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,28/1,2800,OPEN,ENABLED,,
48,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370130,Geen doelpunt,No goal,10000.0,,,OT_NO_GOAL,2024-11-06T05:43:41Z,9/1,900,OPEN,DISABLED,,
49,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370131,"Antonio, Michail","Antonio, Michail",9500.0,,"Antonio, Michail",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,17/2,850,OPEN,ENABLED,,
50,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370132,"Coufal, Vladimir","Coufal, Vladimir",41000.0,,"Coufal, Vladimir",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,40/1,4000,OPEN,ENABLED,,
51,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370133,"Mavropanos, Konstantinos","Mavropanos, Konstantinos",31000.0,,"Mavropanos, Konstantinos",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,30/1,3000,OPEN,ENABLED,,
52,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370134,"Soucek, Tomás","Soucek, Tomás",11500.0,,"Soucek, Tomás",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,21/2,1050,OPEN,ENABLED,,
53,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370135,"Rodríguez, Guido","Rodríguez, Guido",23000.0,,"Rodríguez, Guido",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,22/1,2200,OPEN,ENABLED,,
54,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370136,"Todibo, Jean-Clair","Todibo, Jean-Clair",26000.0,,"Todibo, Jean-Clair",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,25/1,2500,OPEN,ENABLED,,
55,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370137,"Summerville, Crysencio","Summerville, Crysencio",9500.0,,"Summerville, Crysencio",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,17/2,850,OPEN,ENABLED,,
56,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370138,Emerson Palmieri,Emerson Palmieri,31000.0,,Emerson Palmieri,OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,30/1,3000,OPEN,ENABLED,,
57,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370140,"Ings, Danny","Ings, Danny",7000.0,,"Ings, Danny",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,6/1,600,OPEN,ENABLED,,
58,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370141,"Paquetá, Lucas","Paquetá, Lucas",10500.0,,"Paquetá, Lucas",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,19/2,950,OPEN,ENABLED,,
59,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370144,"Füllkrug, Niclas","Füllkrug, Niclas",7000.0,,"Füllkrug, Niclas",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,6/1,600,OPEN,ENABLED,,
60,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370145,"Bowen, Jarrod","Bowen, Jarrod",8000.0,,"Bowen, Jarrod",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,7/1,700,OPEN,ENABLED,,
61,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370146,"Soler, Carlos","Soler, Carlos",17000.0,,"Soler, Carlos",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,16/1,1600,OPEN,ENABLED,,
62,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370147,"Wan-Bissaka, Aaron","Wan-Bissaka, Aaron",51000.0,,"Wan-Bissaka, Aaron",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,50/1,5000,OPEN,ENABLED,,
63,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370151,"Branthwaite, Jarrad","Branthwaite, Jarrad",23000.0,,"Branthwaite, Jarrad",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,22/1,2200,OPEN,ENABLED,,
64,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370153,"Tarkowski, James","Tarkowski, James",29000.0,,"Tarkowski, James",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,28/1,2800,OPEN,ENABLED,,
65,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370154,"Calvert-Lewin, Dominic","Calvert-Lewin, Dominic",8000.0,,"Calvert-Lewin, Dominic",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,7/1,700,OPEN,ENABLED,,
66,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370155,"Ndiaye, Iliman","Ndiaye, Iliman",12000.0,,"Ndiaye, Iliman",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,11/1,1100,OPEN,ENABLED,,
67,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370156,"Lindstrøm, Jesper","Lindstrøm, Jesper",15000.0,,"Lindstrøm, Jesper",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,14/1,1400,OPEN,ENABLED,,
68,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370158,"Harrison, Jack","Harrison, Jack",14000.0,,"Harrison, Jack",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,13/1,1300,OPEN,ENABLED,,
69,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370159,"Keane, Michael","Keane, Michael",23000.0,,"Keane, Michael",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,22/1,2200,OPEN,ENABLED,,
70,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370160,Beto,Beto,10500.0,,Beto,OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,19/2,950,OPEN,ENABLED,,
71,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370161,"Young, Ashley","Young, Ashley",46000.0,,"Young, Ashley",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,45/1,4500,OPEN,ENABLED,,
72,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370162,"McNeil, Dwight","McNeil, Dwight",12500.0,,"McNeil, Dwight",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,23/2,1150,OPEN,ENABLED,,
73,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370163,"Doucouré, Abdoulaye","Doucouré, Abdoulaye",14000.0,,"Doucouré, Abdoulaye",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,13/1,1300,OPEN,ENABLED,,
74,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370165,"Mangala, Orel","Mangala, Orel",34000.0,,"Mangala, Orel",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,33/1,3300,OPEN,ENABLED,,
75,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370168,"Mykolenko, Vitaliy","Mykolenko, Vitaliy",36000.0,,"Mykolenko, Vitaliy",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,35/1,3500,OPEN,ENABLED,,
76,2468595446,2024-11-09T15:00:00Z,1005153918,Eerste Doelpuntenmaker,First Goal Scorer,GOALS,FULL_TIME,125,Player Occurrence Number,Player Occurrence Number,1021042522,3554370175,"Gueye, Idrissa","Gueye, Idrissa",26000.0,,"Gueye, Idrissa",OT_PLAYER_PARTICIPANT,2024-11-06T05:43:41Z,25/1,2500,OPEN,ENABLED,,
77,2468595448,2024-11-09T15:00:00Z,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1021042522,3554370171,Meer dan,Over,1790.0,2500.0,,OT_OVER,2024-11-06T05:43:39Z,10/13,-127,OPEN,DISABLED,,
78,2468595448,2024-11-09T15:00:00Z,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1021042522,3554370174,Minder dan,Under,2000.0,2500.0,,OT_UNDER,2024-11-06T05:43:39Z,Evens,100,OPEN,DISABLED,,
79,2468595450,2024-11-09T15:00:00Z,1002275573,Asian Handicap – 1e Helft,Asian Handicap - 1st Half,GOALS,,7,Asian Handicap,Asian Handicap,1021042522,3554370176,West Ham,West Ham,1270.0,500.0,West Ham,OT_UNTYPED,2024-11-06T05:43:39Z,27/100,-375,OPEN,DISABLED,,
80,2468595450,2024-11-09T15:00:00Z,1002275573,Asian Handicap – 1e Helft,Asian Handicap - 1st Half,GOALS,,7,Asian Handicap,Asian Handicap,1021042522,3554370178,Everton,Everton,3650.0,-500.0,Everton,OT_UNTYPED,2024-11-06T05:43:39Z,13/5,265,OPEN,DISABLED,,
81,2468595452,2024-11-09T15:00:00Z,1001159967,Totaal Aantal Doelpunten door West Ham,Total Goals by West Ham,,FULL_TIME,6,Over/Onder,Over/Under,1021042522,3554370180,Meer dan,Over,1190.0,500.0,,OT_OVER,2024-11-06T05:43:39Z,2/11,-530,OPEN,ENABLED,,
82,2468595452,2024-11-09T15:00:00Z,1001159967,Totaal Aantal Doelpunten door West Ham,Total Goals by West Ham,,FULL_TIME,6,Over/Onder,Over/Under,1021042522,3554370182,Minder dan,Under,4100.0,500.0,,OT_UNDER,2024-11-06T05:43:39Z,3/1,310,OPEN,ENABLED,,
