,bet_offer_id,criterion_id,criterion_label,criterion_english_label,occurrence_type,lifetime,bet_offer_type_id,bet_offer_type_name,bet_offer_type_english_name,event_id,outcome_id,outcome_label,outcome_english_label,odds,line,participant,type,changed_date,odds_fractional,odds_american,status,cash_out_status,home_score,away_score,event_name,sport,group_name
100,2484152345,2100034873,Borussia Dortmund Raakt het Houtwerk in de Wedstrijd (Afgewikkeld volgens Opta-gegevens. Met uitzondering van situaties waarbij een doelpunt direct volgt na het raken van de paal of lat. Schoten tegen het houtwerk worden alleen toegeschreven aan het aanvallende team),Borussia Dortmund to Hit the Woodwork in the Match (Settled using Opta data. Excluding woodwork hits that result directly in a goal. Woodwork hits are only counted for the attacking team),,FULL_TIME,18,Ja/Nee,Yes/No,1022274708,3608176578,Ja,Yes,2800.0,,,OT_YES,2025-01-21T14:53:00Z,9/5,180,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
101,2484152347,1002035667,Totaal Aantal Schoten op Doel (Afgehandeld Volgens Opta-Gegevens),Total Shots on Target (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176583,Meer dan,Over,1410.0,8500.0,,OT_OVER,2025-01-21T14:53:00Z,2/5,-245,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
102,2484152347,1002035667,Totaal Aantal Schoten op Doel (Afgehandeld Volgens Opta-Gegevens),Total Shots on Target (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176585,Minder dan,Under,2650.0,8500.0,,OT_UNDER,2025-01-21T14:53:00Z,33/20,165,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
103,2484152349,1001264082,Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176588,Ja,Yes,8000.0,1000.0,"Fabbian, Giovanni",OT_YES,2025-01-21T14:53:00Z,7/1,700,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
104,2484152350,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176590,Meer dan,Over,2300.0,500.0,"Pobega, Tommaso",OT_OVER,2025-01-21T14:53:00Z,13/10,130,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
105,2484152350,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176591,Minder dan,Under,1530.0,500.0,"Pobega, Tommaso",OT_UNDER,2025-01-21T14:53:00Z,13/25,-190,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
106,2484152353,1001264082,Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176596,Ja,Yes,7500.0,1000.0,"Sabitzer, Marcel",OT_YES,2025-01-21T14:53:00Z,13/2,650,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
107,2484152355,1004544391,Totaal Aantal Schoten Door Borussia Dortmund (Afgehandeld Volgens Opta-Gegevens),Total Shots by Borussia Dortmund (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176599,Meer dan,Over,1580.0,13500.0,,OT_OVER,2025-01-21T14:53:00Z,4/7,-175,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
108,2484152355,1004544391,Totaal Aantal Schoten Door Borussia Dortmund (Afgehandeld Volgens Opta-Gegevens),Total Shots by Borussia Dortmund (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176602,Minder dan,Under,2100.0,13500.0,,OT_UNDER,2025-01-21T14:53:00Z,11/10,110,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
109,2484152357,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176603,Meer dan,Over,3550.0,500.0,"Can, Emre",OT_OVER,2025-01-21T14:53:00Z,5/2,255,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
110,2484152357,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176608,Minder dan,Under,1240.0,500.0,"Can, Emre",OT_UNDER,2025-01-21T14:53:00Z,6/25,-420,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
111,2484152359,1003314795,Scoort of Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To score or give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176606,Ja,Yes,3900.0,1000.0,"Fabbian, Giovanni",OT_YES,2025-01-21T14:53:00Z,29/10,290,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
112,2484152362,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176611,Meer dan,Over,1300.0,500.0,"Urbanski, Kacper",OT_OVER,2025-01-21T14:53:00Z,3/10,-335,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
113,2484152366,1003314795,Scoort of Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To score or give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176622,Ja,Yes,4900.0,1000.0,"Posch, Stefan",OT_YES,2025-01-21T14:53:00Z,19/5,390,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
114,2484152370,1003314795,Scoort of Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To score or give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176626,Ja,Yes,4900.0,1000.0,"Can, Emre",OT_YES,2025-01-21T14:53:00Z,19/5,390,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
115,2484152375,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176637,Meer dan,Over,2380.0,2500.0,"Beier, Maximilian",OT_OVER,2025-01-21T14:53:00Z,11/8,138,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
116,2484152377,1001568620,3-Way Handicap - 1e Helft,3-Way Handicap - 1st Half,GOALS,,11,3-Way handicap,3-Way Handicap,1022274708,3608176639,1,1,11000.0,-1000.0,Bologna,1,2025-01-21T14:53:00Z,10/1,1000,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
117,2484152377,1001568620,3-Way Handicap - 1e Helft,3-Way Handicap - 1st Half,GOALS,,11,3-Way handicap,3-Way Handicap,1022274708,3608176652,X,X,4400.0,-1000.0,,OT_CROSS,2025-01-21T14:53:00Z,17/5,340,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
118,2484152377,1001568620,3-Way Handicap - 1e Helft,3-Way Handicap - 1st Half,GOALS,,11,3-Way handicap,3-Way Handicap,1022274708,3608176663,2,2,1300.0,-1000.0,Borussia Dortmund,2,2025-01-21T14:53:00Z,3/10,-335,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
119,2484152378,1003314795,Scoort of Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To score or give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176642,Ja,Yes,5600.0,1000.0,"Freuler, Remo",OT_YES,2025-01-21T14:53:00Z,23/5,460,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
120,2484152379,1005153925,Scoort ten minste 2 doelpunten,To score at least 2 goals,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176643,Ja,Yes,34000.0,2000.0,"Bynoe-Gittens, Jamie",OT_YES,2025-01-21T14:53:00Z,33/1,3300,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
121,2484152380,1003314795,Scoort of Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To score or give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176644,Ja,Yes,3300.0,1000.0,"Beier, Maximilian",OT_YES,2025-01-21T14:53:00Z,23/10,230,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
122,2484152381,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176646,Ja,Yes,7500.0,1000.0,"Gross, Pascal",OT_YES,2025-01-21T14:53:00Z,13/2,650,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
123,2484152382,1001159997,Scoort van Buiten het Strafschopgebied,To score from outside the penalty box,,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176647,Ja,Yes,13000.0,1000.0,"Malen, Donyell",OT_YES,2025-01-21T14:52:59Z,12/1,1200,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
124,2484152383,1001159730,Scoort met een Kopbal,To score from a header,,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176648,Ja,Yes,17000.0,1000.0,"Posch, Stefan",OT_YES,2025-01-21T14:53:00Z,16/1,1600,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
125,2484152390,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176670,Meer dan,Over,2630.0,500.0,"Beukema, Sam",OT_OVER,2025-01-21T14:53:01Z,13/8,163,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
126,2484152394,1001159730,Scoort met een Kopbal,To score from a header,,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176683,Ja,Yes,34000.0,1000.0,"Holm, Emil",OT_YES,2025-01-21T14:53:00Z,33/1,3300,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
127,2484152395,1001264082,Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176685,Ja,Yes,6400.0,1000.0,"Bynoe-Gittens, Jamie",OT_YES,2025-01-21T14:53:00Z,27/5,540,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
128,2484152396,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176686,Ja,Yes,5800.0,1000.0,"Brandt, Julian",OT_YES,2025-01-21T14:53:00Z,24/5,480,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
129,2484152397,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176689,Meer dan,Over,1430.0,1500.0,"Odgaard, Jens",OT_OVER,2025-01-21T14:53:00Z,21/50,-235,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
130,2484152398,1001159633,Totaal Aantal Doelpunten door Borussia Dortmund,Total Goals by Borussia Dortmund,,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176690,Meer dan,Over,1210.0,500.0,,OT_OVER,2025-01-21T14:53:00Z,1/5,-480,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
131,2484152398,1001159633,Totaal Aantal Doelpunten door Borussia Dortmund,Total Goals by Borussia Dortmund,,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176697,Minder dan,Under,3900.0,500.0,,OT_UNDER,2025-01-21T14:53:00Z,29/10,290,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
132,2484152400,1001264082,Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176695,Ja,Yes,5600.0,1000.0,"Brandt, Julian",OT_YES,2025-01-21T14:53:00Z,23/5,460,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
133,2484152403,1005153925,Scoort ten minste 2 doelpunten,To score at least 2 goals,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176702,Ja,Yes,61000.0,2000.0,"Nmecha, Felix",OT_YES,2025-01-21T14:53:01Z,60/1,6000,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
134,2484152405,1001159730,Scoort met een Kopbal,To score from a header,,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176705,Ja,Yes,29000.0,1000.0,"Nmecha, Felix",OT_YES,2025-01-21T14:53:00Z,28/1,2800,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
135,2484152406,1001264082,Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176706,Ja,Yes,8000.0,1000.0,"Posch, Stefan",OT_YES,2025-01-21T14:53:01Z,7/1,700,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
136,2484152407,1003314795,Scoort of Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To score or give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176709,Ja,Yes,3050.0,1000.0,"Dallinga, Thijs",OT_YES,2025-01-21T14:53:01Z,41/20,205,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
137,2484152408,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176708,Meer dan,Over,2650.0,500.0,"Nmecha, Felix",OT_OVER,2025-01-21T14:53:01Z,33/20,165,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
138,2484152408,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176719,Minder dan,Under,1400.0,500.0,"Nmecha, Felix",OT_UNDER,2025-01-21T14:53:01Z,2/5,-250,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
139,2484152410,1001159997,Scoort van Buiten het Strafschopgebied,To score from outside the penalty box,,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176713,Ja,Yes,17000.0,1000.0,"Ndoye, Dan",OT_YES,2025-01-21T14:53:01Z,16/1,1600,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
140,2484152413,1004544390,Totaal Aantal Schoten Door Bologna (Afgehandeld Volgens Opta-Gegevens),Total Shots by Bologna (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176720,Meer dan,Over,1820.0,12500.0,,OT_OVER,2025-01-21T14:53:00Z,4/5,-122,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
141,2484152413,1004544390,Totaal Aantal Schoten Door Bologna (Afgehandeld Volgens Opta-Gegevens),Total Shots by Bologna (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176733,Minder dan,Under,1780.0,12500.0,,OT_UNDER,2025-01-21T14:53:00Z,10/13,-129,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
142,2484152415,1001159633,Totaal Aantal Doelpunten door Borussia Dortmund,Total Goals by Borussia Dortmund,,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176726,Meer dan,Over,9000.0,3500.0,,OT_OVER,2025-01-21T14:53:00Z,8/1,800,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
143,2484152415,1001159633,Totaal Aantal Doelpunten door Borussia Dortmund,Total Goals by Borussia Dortmund,,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176738,Minder dan,Under,1030.0,3500.0,,OT_UNDER,2025-01-21T14:53:00Z,1/40,-3335,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
144,2484152416,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176728,Ja,Yes,19000.0,1000.0,"Miranda, Juan",OT_YES,2025-01-21T14:53:00Z,18/1,1800,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
145,2484152418,1004544389,Totaal Aantal Schoten (Afgehandeld Volgens Opta-Gegevens),Total Shots (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176730,Meer dan,Over,1610.0,26500.0,,OT_OVER,2025-01-21T14:53:00Z,3/5,-165,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
146,2484152418,1004544389,Totaal Aantal Schoten (Afgehandeld Volgens Opta-Gegevens),Total Shots (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176744,Minder dan,Under,2040.0,26500.0,,OT_UNDER,2025-01-21T14:53:00Z,26/25,104,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
147,2484152420,1001159730,Scoort met een Kopbal,To score from a header,,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176734,Ja,Yes,20000.0,1000.0,"Beier, Maximilian",OT_YES,2025-01-21T14:53:00Z,19/1,1900,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
148,2484152421,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176735,Meer dan,Over,1900.0,500.0,"Posch, Stefan",OT_OVER,2025-01-21T14:53:00Z,9/10,-112,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
149,2484152425,1002558602,Asian Totaal - 1e Helft,Asian Total - 1st Half,GOALS,,21,Asian Over/Under,Asian Over/Under,1022274708,3608176742,Meer dan,Over,5800.0,2000.0,,OT_OVER,2025-01-21T14:53:00Z,24/5,480,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
150,2484152425,1002558602,Asian Totaal - 1e Helft,Asian Total - 1st Half,GOALS,,21,Asian Over/Under,Asian Over/Under,1022274708,3608176752,Minder dan,Under,1130.0,2000.0,,OT_UNDER,2025-01-21T14:53:00Z,1/8,-770,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
151,2484152429,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1022274708,3608176757,Meer dan,Over,2750.0,3250.0,,OT_OVER,2025-01-21T14:53:01Z,7/4,175,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
152,2484152429,1002244276,Asian Totaal,Asian Total,GOALS,FULL_TIME,21,Asian Over/Under,Asian Over/Under,1022274708,3608176766,Minder dan,Under,1430.0,3250.0,,OT_UNDER,2025-01-21T14:53:01Z,21/50,-235,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
153,2484152433,1001159886,Scoort,To Score,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176762,Ja,Yes,5600.0,1000.0,"Ndoye, Dan",OT_YES,2025-01-21T14:53:00Z,23/5,460,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
154,2484152434,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176764,Meer dan,Over,1980.0,1500.0,"Reyna, Giovanni",OT_OVER,2025-01-21T14:53:00Z,49/50,-103,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
155,2484152435,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176765,Meer dan,Over,3150.0,500.0,"Gross, Pascal",OT_OVER,2025-01-21T14:53:01Z,43/20,215,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
156,2484152435,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176777,Minder dan,Under,1300.0,500.0,"Gross, Pascal",OT_UNDER,2025-01-21T14:53:01Z,3/10,-335,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
157,2484152437,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176768,Meer dan,Over,2330.0,500.0,"Ryerson, Julian",OT_OVER,2025-01-21T14:53:00Z,13/10,133,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
158,2484152438,1003314795,Scoort of Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To score or give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176771,Ja,Yes,7000.0,1000.0,"Casale, Nicolò",OT_YES,2025-01-21T14:53:01Z,6/1,600,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
159,2484152439,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176772,Meer dan,Over,1740.0,1500.0,"Ferguson, Lewis",OT_OVER,2025-01-21T14:53:01Z,8/11,-136,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
160,2484152441,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176778,Meer dan,Over,1280.0,500.0,"Brandt, Julian",OT_OVER,2025-01-21T14:53:00Z,7/25,-360,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
161,2484152442,1004544421,Schoten van Speler (Afgehandeld Volgens Opta-Gegevens),Player's shots (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176784,Meer dan,Over,1230.0,500.0,"Reyna, Giovanni",OT_OVER,2025-01-21T14:53:01Z,2/9,-435,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
162,2484152447,1001159926,Totaal Aantal Doelpunten,Total Goals,GOALS,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176794,Meer dan,Over,14000.0,5500.0,,OT_OVER,2025-01-21T14:53:00Z,13/1,1300,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
163,2484152447,1001159926,Totaal Aantal Doelpunten,Total Goals,GOALS,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176796,Minder dan,Under,1020.0,5500.0,,OT_UNDER,2025-01-21T14:53:00Z,1/50,-5000,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
164,2484152449,1005153925,Scoort ten minste 2 doelpunten,To score at least 2 goals,GOALS,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176798,Ja,Yes,26000.0,2000.0,"Odgaard, Jens",OT_YES,2025-01-21T14:53:01Z,25/1,2500,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
165,2484152450,1002035672,Totaal Aantal Schoten op Doel door Bologna (Afgehandeld Volgens Opta-Gegevens),Total Shots on Target by Bologna (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176799,Meer dan,Over,1450.0,3500.0,,OT_OVER,2025-01-21T14:53:00Z,4/9,-225,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
166,2484152450,1002035672,Totaal Aantal Schoten op Doel door Bologna (Afgehandeld Volgens Opta-Gegevens),Total Shots on Target by Bologna (Settled using Opta data),,FULL_TIME,6,Over/Onder,Over/Under,1022274708,3608176804,Minder dan,Under,2550.0,3500.0,,OT_UNDER,2025-01-21T14:53:00Z,31/20,155,OPEN,DISABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
167,2484152451,1003314795,Scoort of Geeft Een Assist (Afgehandeld volgens Opta-gegevens),To score or give an assist (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176801,Ja,Yes,3300.0,1000.0,"Brandt, Julian",OT_YES,2025-01-21T14:53:00Z,23/10,230,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
168,2484152452,1001159730,Scoort met een Kopbal,To score from a header,,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176803,Ja,Yes,26000.0,1000.0,"Fabbian, Giovanni",OT_YES,2025-01-21T14:53:00Z,25/1,2500,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
169,2484152458,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176812,Meer dan,Over,1410.0,500.0,"Guirassy, Sehrou",OT_OVER,2025-01-21T14:53:01Z,2/5,-245,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
170,2484152458,1002035662,Schoten van Speler op Doel (Afgehandeld Volgens Opta-Gegevens),Player's shots on target (Settled using Opta data),,FULL_TIME,127,Player Occurrence Line,Player Occurrence Line,1022274708,3608176826,Minder dan,Under,2650.0,500.0,"Guirassy, Sehrou",OT_UNDER,2025-01-21T14:53:01Z,33/20,165,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
171,2484152459,1001159532,Totaal Aantal Doelpunten - 1e Helft,Total Goals - 1st Half,GOALS,,6,Over/Onder,Over/Under,1022274708,3608176813,Meer dan,Over,6250.0,2500.0,,OT_OVER,2025-01-21T14:53:01Z,21/4,525,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
172,2484152459,1001159532,Totaal Aantal Doelpunten - 1e Helft,Total Goals - 1st Half,GOALS,,6,Over/Onder,Over/Under,1022274708,3608176828,Minder dan,Under,1080.0,2500.0,,OT_UNDER,2025-01-21T14:53:01Z,1/14,-1250,OPEN,ENABLED,,,Bologna vs Borussia Dortmund,FOOTBALL,N/A
