betradarId,date,eventId,eventStatus,participant1,participant2,sportSlug,startTime,time,tournamentId,updated,bookmakers.bet365.eventPath,bookmakers.bet365.name,markets.101.handicap,markets.101.marketName,markets.101.marketNameShort,markets.101.oddsType,markets.101.outcomes.101.bookmakers.bestPrice.price,markets.101.outcomes.101.bookmakers.bet365.bookmakerOutcomeId,markets.101.outcomes.101.bookmakers.bet365.price,markets.101.outcomes.101.outcomeName,markets.101.outcomes.102.bookmakers.bestPrice.price,markets.101.outcomes.102.bookmakers.bet365.bookmakerOutcomeId,markets.101.outcomes.102.bookmakers.bet365.price,markets.101.outcomes.102.outcomeName,markets.101.outcomes.103.bookmakers.bestPrice.price,markets.101.outcomes.103.bookmakers.bet365.bookmakerOutcomeId,markets.101.outcomes.103.bookmakers.bet365.price,markets.101.outcomes.103.outcomeName,markets.101.payouts.bestPrice,markets.101.payouts.bet365,markets.104.handicap,markets.104.marketName,markets.104.marketNameShort,markets.104.oddsType,markets.104.outcomes.104.bookmakers.bestPrice.price,markets.104.outcomes.104.bookmakers.bet365.bookmakerOutcomeId,markets.104.outcomes.104.bookmakers.bet365.price,markets.104.outcomes.104.outcomeName,markets.104.outcomes.105.bookmakers.bestPrice.price,markets.104.outcomes.105.bookmakers.bet365.bookmakerOutcomeId,markets.104.outcomes.105.bookmakers.bet365.price,markets.104.outcomes.105.outcomeName,markets.104.payouts.bestPrice,markets.104.payouts.bet365,markets.106.handicap,markets.106.marketName,markets.106.marketNameShort,markets.106.oddsType,markets.106.outcomes.106.bookmakers.bestPrice.price,markets.106.outcomes.106.bookmakers.bet365.bookmakerOutcomeId,markets.106.outcomes.106.bookmakers.bet365.price,markets.106.outcomes.106.outcomeName,markets.106.outcomes.107.bookmakers.bestPrice.price,markets.106.outcomes.107.bookmakers.bet365.bookmakerOutcomeId,markets.106.outcomes.107.bookmakers.bet365.price,markets.106.outcomes.107.outcomeName,markets.106.payouts.bestPrice,markets.106.payouts.bet365,markets.108.handicap,markets.108.marketName,markets.108.marketNameShort,markets.108.oddsType,markets.108.outcomes.108.bookmakers.bestPrice.price,markets.108.outcomes.108.bookmakers.bet365.bookmakerOutcomeId,markets.108.outcomes.108.bookmakers.bet365.price,markets.108.outcomes.108.outcomeName,markets.108.outcomes.109.bookmakers.bestPrice.price,markets.108.outcomes.109.bookmakers.bet365.bookmakerOutcomeId,markets.108.outcomes.109.bookmakers.bet365.price,markets.108.outcomes.109.outcomeName,markets.108.payouts.bestPrice,markets.108.payouts.bet365,markets.1012.handicap,markets.1012.marketName,markets.1012.marketNameShort,markets.1012.oddsType,markets.1012.outcomes.1012.bookmakers.bestPrice.price,markets.1012.outcomes.1012.bookmakers.bet365.bookmakerOutcomeId,markets.1012.outcomes.1012.bookmakers.bet365.price,markets.1012.outcomes.1012.outcomeName,markets.1012.outcomes.1013.bookmakers.bestPrice.price,markets.1012.outcomes.1013.bookmakers.bet365.bookmakerOutcomeId,markets.1012.outcomes.1013.bookmakers.bet365.price,markets.1012.outcomes.1013.outcomeName,markets.1012.payouts.bestPrice,markets.1012.payouts.bet365,markets.1014.handicap,markets.1014.marketName,markets.1014.marketNameShort,markets.1014.oddsType,markets.1014.outcomes.1014.bookmakers.bestPrice.price,markets.1014.outcomes.1014.bookmakers.bet365.bookmakerOutcomeId,markets.1014.outcomes.1014.bookmakers.bet365.price,markets.1014.outcomes.1014.outcomeName,markets.1014.outcomes.1015.bookmakers.bestPrice.price,markets.1014.outcomes.1015.bookmakers.bet365.bookmakerOutcomeId,markets.1014.outcomes.1015.bookmakers.bet365.price,markets.1014.outcomes.1015.outcomeName,markets.1014.payouts.bestPrice,markets.1014.payouts.bet365,markets.1016.handicap,markets.1016.marketName,markets.1016.marketNameShort,markets.1016.oddsType,markets.1016.outcomes.1016.bookmakers.bestPrice.price,markets.1016.outcomes.1016.bookmakers.bet365.bookmakerOutcomeId,markets.1016.outcomes.1016.bookmakers.bet365.price,markets.1016.outcomes.1016.outcomeName,markets.1016.outcomes.1017.bookmakers.bestPrice.price,markets.1016.outcomes.1017.bookmakers.bet365.bookmakerOutcomeId,markets.1016.outcomes.1017.bookmakers.bet365.price,markets.1016.outcomes.1017.outcomeName,markets.1016.payouts.bestPrice,markets.1016.payouts.bet365,markets.1018.handicap,markets.1018.marketName,markets.1018.marketNameShort,markets.1018.oddsType,markets.1018.outcomes.1018.bookmakers.bestPrice.price,markets.1018.outcomes.1018.bookmakers.bet365.bookmakerOutcomeId,markets.1018.outcomes.1018.bookmakers.bet365.price,markets.1018.outcomes.1018.outcomeName,markets.1018.outcomes.1019.bookmakers.bestPrice.price,markets.1018.outcomes.1019.bookmakers.bet365.bookmakerOutcomeId,markets.1018.outcomes.1019.bookmakers.bet365.price,markets.1018.outcomes.1019.outcomeName,markets.1018.payouts.bestPrice,markets.1018.payouts.bet365,markets.1020.handicap,markets.1020.marketName,markets.1020.marketNameShort,markets.1020.oddsType,markets.1020.outcomes.1020.bookmakers.bestPrice.price,markets.1020.outcomes.1020.bookmakers.bet365.bookmakerOutcomeId,markets.1020.outcomes.1020.bookmakers.bet365.price,markets.1020.outcomes.1020.outcomeName,markets.1020.outcomes.1021.bookmakers.bestPrice.price,markets.1020.outcomes.1021.bookmakers.bet365.bookmakerOutcomeId,markets.1020.outcomes.1021.bookmakers.bet365.price,markets.1020.outcomes.1021.outcomeName,markets.1020.payouts.bestPrice,markets.1020.payouts.bet365,markets.1068.handicap,markets.1068.marketName,markets.1068.marketNameShort,markets.1068.oddsType,markets.1068.outcomes.1068.bookmakers.bestPrice.price,markets.1068.outcomes.1068.bookmakers.bet365.bookmakerOutcomeId,markets.1068.outcomes.1068.bookmakers.bet365.price,markets.1068.outcomes.1068.outcomeName,markets.1068.outcomes.1069.bookmakers.bestPrice.price,markets.1068.outcomes.1069.bookmakers.bet365.bookmakerOutcomeId,markets.1068.outcomes.1069.bookmakers.bet365.price,markets.1068.outcomes.1069.outcomeName,markets.1068.payouts.bestPrice,markets.1068.payouts.bet365,markets.10208.handicap,markets.10208.marketName,markets.10208.marketNameShort,markets.10208.oddsType,markets.10208.outcomes.10208.bookmakers.bestPrice.price,markets.10208.outcomes.10208.bookmakers.bet365.bookmakerOutcomeId,markets.10208.outcomes.10208.bookmakers.bet365.price,markets.10208.outcomes.10208.outcomeName,markets.10208.outcomes.10209.bookmakers.bestPrice.price,markets.10208.outcomes.10209.bookmakers.bet365.bookmakerOutcomeId,markets.10208.outcomes.10209.bookmakers.bet365.price,markets.10208.outcomes.10209.outcomeName,markets.10208.outcomes.10210.bookmakers.bestPrice.price,markets.10208.outcomes.10210.bookmakers.bet365.bookmakerOutcomeId,markets.10208.outcomes.10210.bookmakers.bet365.price,markets.10208.outcomes.10210.outcomeName,markets.10208.payouts.bestPrice,markets.10208.payouts.bet365,markets.10214.handicap,markets.10214.marketName,markets.10214.marketNameShort,markets.10214.oddsType,markets.10214.outcomes.10214.bookmakers.bestPrice.price,markets.10214.outcomes.10214.bookmakers.bet365.bookmakerOutcomeId,markets.10214.outcomes.10214.bookmakers.bet365.price,markets.10214.outcomes.10214.outcomeName,markets.10214.outcomes.10215.bookmakers.bestPrice.price,markets.10214.outcomes.10215.bookmakers.bet365.bookmakerOutcomeId,markets.10214.outcomes.10215.bookmakers.bet365.price,markets.10214.outcomes.10215.outcomeName,markets.10214.payouts.bestPrice,markets.10214.payouts.bet365,markets.10222.handicap,markets.10222.marketName,markets.10222.marketNameShort,markets.10222.oddsType,markets.10222.outcomes.10222.bookmakers.bestPrice.price,markets.10222.outcomes.10222.bookmakers.bet365.bookmakerOutcomeId,markets.10222.outcomes.10222.bookmakers.bet365.price,markets.10222.outcomes.10222.outcomeName,markets.10222.outcomes.10223.bookmakers.bestPrice.price,markets.10222.outcomes.10223.bookmakers.bet365.bookmakerOutcomeId,markets.10222.outcomes.10223.bookmakers.bet365.price,markets.10222.outcomes.10223.outcomeName,markets.10222.payouts.bestPrice,markets.10222.payouts.bet365,markets.10224.handicap,markets.10224.marketName,markets.10224.marketNameShort,markets.10224.oddsType,markets.10224.outcomes.10224.bookmakers.bestPrice.price,markets.10224.outcomes.10224.bookmakers.bet365.bookmakerOutcomeId,markets.10224.outcomes.10224.bookmakers.bet365.price,markets.10224.outcomes.10224.outcomeName,markets.10224.outcomes.10225.bookmakers.bestPrice.price,markets.10224.outcomes.10225.bookmakers.bet365.bookmakerOutcomeId,markets.10224.outcomes.10225.bookmakers.bet365.price,markets.10224.outcomes.10225.outcomeName,markets.10224.payouts.bestPrice,markets.10224.payouts.bet365,markets.10226.handicap,markets.10226.marketName,markets.10226.marketNameShort,markets.10226.oddsType,markets.10226.outcomes.10226.bookmakers.bestPrice.price,markets.10226.outcomes.10226.bookmakers.bet365.bookmakerOutcomeId,markets.10226.outcomes.10226.bookmakers.bet365.price,markets.10226.outcomes.10226.outcomeName,markets.10226.outcomes.10227.bookmakers.bestPrice.price,markets.10226.outcomes.10227.bookmakers.bet365.bookmakerOutcomeId,markets.10226.outcomes.10227.bookmakers.bet365.price,markets.10226.outcomes.10227.outcomeName,markets.10226.payouts.bestPrice,markets.10226.payouts.bet365,markets.10228.handicap,markets.10228.marketName,markets.10228.marketNameShort,markets.10228.oddsType,markets.10228.outcomes.10228.bookmakers.bestPrice.price,markets.10228.outcomes.10228.bookmakers.bet365.bookmakerOutcomeId,markets.10228.outcomes.10228.bookmakers.bet365.price,markets.10228.outcomes.10228.outcomeName,markets.10228.outcomes.10229.bookmakers.bestPrice.price,markets.10228.outcomes.10229.bookmakers.bet365.bookmakerOutcomeId,markets.10228.outcomes.10229.bookmakers.bet365.price,markets.10228.outcomes.10229.outcomeName,markets.10228.payouts.bestPrice,markets.10228.payouts.bet365,markets.10230.handicap,markets.10230.marketName,markets.10230.marketNameShort,markets.10230.oddsType,markets.10230.outcomes.10230.bookmakers.bestPrice.price,markets.10230.outcomes.10230.bookmakers.bet365.bookmakerOutcomeId,markets.10230.outcomes.10230.bookmakers.bet365.price,markets.10230.outcomes.10230.outcomeName,markets.10230.outcomes.10231.bookmakers.bestPrice.price,markets.10230.outcomes.10231.bookmakers.bet365.bookmakerOutcomeId,markets.10230.outcomes.10231.bookmakers.bet365.price,markets.10230.outcomes.10231.outcomeName,markets.10230.payouts.bestPrice,markets.10230.payouts.bet365,markets.10232.handicap,markets.10232.marketName,markets.10232.marketNameShort,markets.10232.oddsType,markets.10232.outcomes.10232.bookmakers.bestPrice.price,markets.10232.outcomes.10232.bookmakers.bet365.bookmakerOutcomeId,markets.10232.outcomes.10232.bookmakers.bet365.price,markets.10232.outcomes.10232.outcomeName,markets.10232.outcomes.10233.bookmakers.bestPrice.price,markets.10232.outcomes.10233.bookmakers.bet365.bookmakerOutcomeId,markets.10232.outcomes.10233.bookmakers.bet365.price,markets.10232.outcomes.10233.outcomeName,markets.10232.payouts.bestPrice,markets.10232.payouts.bet365,markets.10234.handicap,markets.10234.marketName,markets.10234.marketNameShort,markets.10234.oddsType,markets.10234.outcomes.10234.bookmakers.bestPrice.price,markets.10234.outcomes.10234.bookmakers.bet365.bookmakerOutcomeId,markets.10234.outcomes.10234.bookmakers.bet365.price,markets.10234.outcomes.10234.outcomeName,markets.10234.outcomes.10235.bookmakers.bestPrice.price,markets.10234.outcomes.10235.bookmakers.bet365.bookmakerOutcomeId,markets.10234.outcomes.10235.bookmakers.bet365.price,markets.10234.outcomes.10235.outcomeName,markets.10234.payouts.bestPrice,markets.10234.payouts.bet365,markets.10240.handicap,markets.10240.marketName,markets.10240.marketNameShort,markets.10240.oddsType,markets.10240.outcomes.10240.bookmakers.bestPrice.price,markets.10240.outcomes.10240.bookmakers.bet365.bookmakerOutcomeId,markets.10240.outcomes.10240.bookmakers.bet365.price,markets.10240.outcomes.10240.outcomeName,markets.10240.outcomes.10241.bookmakers.bestPrice.price,markets.10240.outcomes.10241.bookmakers.bet365.bookmakerOutcomeId,markets.10240.outcomes.10241.bookmakers.bet365.price,markets.10240.outcomes.10241.outcomeName,markets.10240.payouts.bestPrice,markets.10240.payouts.bet365,markets.10242.handicap,markets.10242.marketName,markets.10242.marketNameShort,markets.10242.oddsType,markets.10242.outcomes.10242.bookmakers.bestPrice.price,markets.10242.outcomes.10242.bookmakers.bet365.bookmakerOutcomeId,markets.10242.outcomes.10242.bookmakers.bet365.price,markets.10242.outcomes.10242.outcomeName,markets.10242.outcomes.10243.bookmakers.bestPrice.price,markets.10242.outcomes.10243.bookmakers.bet365.bookmakerOutcomeId,markets.10242.outcomes.10243.bookmakers.bet365.price,markets.10242.outcomes.10243.outcomeName,markets.10242.payouts.bestPrice,markets.10242.payouts.bet365,markets.10244.handicap,markets.10244.marketName,markets.10244.marketNameShort,markets.10244.oddsType,markets.10244.outcomes.10244.bookmakers.bestPrice.price,markets.10244.outcomes.10244.bookmakers.bet365.bookmakerOutcomeId,markets.10244.outcomes.10244.bookmakers.bet365.price,markets.10244.outcomes.10244.outcomeName,markets.10244.outcomes.10245.bookmakers.bestPrice.price,markets.10244.outcomes.10245.bookmakers.bet365.bookmakerOutcomeId,markets.10244.outcomes.10245.bookmakers.bet365.price,markets.10244.outcomes.10245.outcomeName,markets.10244.payouts.bestPrice,markets.10244.payouts.bet365,markets.10246.handicap,markets.10246.marketName,markets.10246.marketNameShort,markets.10246.oddsType,markets.10246.outcomes.10246.bookmakers.bestPrice.price,markets.10246.outcomes.10246.bookmakers.bet365.bookmakerOutcomeId,markets.10246.outcomes.10246.bookmakers.bet365.price,markets.10246.outcomes.10246.outcomeName,markets.10246.outcomes.10247.bookmakers.bestPrice.price,markets.10246.outcomes.10247.bookmakers.bet365.bookmakerOutcomeId,markets.10246.outcomes.10247.bookmakers.bet365.price,markets.10246.outcomes.10247.outcomeName,markets.10246.payouts.bestPrice,markets.10246.payouts.bet365,markets.10248.handicap,markets.10248.marketName,markets.10248.marketNameShort,markets.10248.oddsType,markets.10248.outcomes.10248.bookmakers.bestPrice.price,markets.10248.outcomes.10248.bookmakers.bet365.bookmakerOutcomeId,markets.10248.outcomes.10248.bookmakers.bet365.price,markets.10248.outcomes.10248.outcomeName,markets.10248.outcomes.10249.bookmakers.bestPrice.price,markets.10248.outcomes.10249.bookmakers.bet365.bookmakerOutcomeId,markets.10248.outcomes.10249.bookmakers.bet365.price,markets.10248.outcomes.10249.outcomeName,markets.10248.payouts.bestPrice,markets.10248.payouts.bet365,markets.10256.handicap,markets.10256.marketName,markets.10256.marketNameShort,markets.10256.oddsType,markets.10256.outcomes.10256.bookmakers.bestPrice.price,markets.10256.outcomes.10256.bookmakers.bet365.bookmakerOutcomeId,markets.10256.outcomes.10256.bookmakers.bet365.price,markets.10256.outcomes.10256.outcomeName,markets.10256.outcomes.10257.bookmakers.bestPrice.price,markets.10256.outcomes.10257.bookmakers.bet365.bookmakerOutcomeId,markets.10256.outcomes.10257.bookmakers.bet365.price,markets.10256.outcomes.10257.outcomeName,markets.10256.payouts.bestPrice,markets.10256.payouts.bet365,markets.10258.handicap,markets.10258.marketName,markets.10258.marketNameShort,markets.10258.oddsType,markets.10258.outcomes.10258.bookmakers.bestPrice.price,markets.10258.outcomes.10258.bookmakers.bet365.bookmakerOutcomeId,markets.10258.outcomes.10258.bookmakers.bet365.price,markets.10258.outcomes.10258.outcomeName,markets.10258.outcomes.10259.bookmakers.bestPrice.price,markets.10258.outcomes.10259.bookmakers.bet365.bookmakerOutcomeId,markets.10258.outcomes.10259.bookmakers.bet365.price,markets.10258.outcomes.10259.outcomeName,markets.10258.payouts.bestPrice,markets.10258.payouts.bet365,markets.10260.handicap,markets.10260.marketName,markets.10260.marketNameShort,markets.10260.oddsType,markets.10260.outcomes.10260.bookmakers.bestPrice.price,markets.10260.outcomes.10260.bookmakers.bet365.bookmakerOutcomeId,markets.10260.outcomes.10260.bookmakers.bet365.price,markets.10260.outcomes.10260.outcomeName,markets.10260.outcomes.10261.bookmakers.bestPrice.price,markets.10260.outcomes.10261.bookmakers.bet365.bookmakerOutcomeId,markets.10260.outcomes.10261.bookmakers.bet365.price,markets.10260.outcomes.10261.outcomeName,markets.10260.payouts.bestPrice,markets.10260.payouts.bet365,markets.10262.handicap,markets.10262.marketName,markets.10262.marketNameShort,markets.10262.oddsType,markets.10262.outcomes.10262.bookmakers.bestPrice.price,markets.10262.outcomes.10262.bookmakers.bet365.bookmakerOutcomeId,markets.10262.outcomes.10262.bookmakers.bet365.price,markets.10262.outcomes.10262.outcomeName,markets.10262.outcomes.10263.bookmakers.bestPrice.price,markets.10262.outcomes.10263.bookmakers.bet365.bookmakerOutcomeId,markets.10262.outcomes.10263.bookmakers.bet365.price,markets.10262.outcomes.10263.outcomeName,markets.10262.payouts.bestPrice,markets.10262.payouts.bet365,markets.10300.handicap,markets.10300.marketName,markets.10300.marketNameShort,markets.10300.oddsType,markets.10300.outcomes.10300.bookmakers.bestPrice.price,markets.10300.outcomes.10300.bookmakers.bet365.bookmakerOutcomeId,markets.10300.outcomes.10300.bookmakers.bet365.price,markets.10300.outcomes.10300.outcomeName,markets.10300.outcomes.10301.bookmakers.bestPrice.price,markets.10300.outcomes.10301.bookmakers.bet365.bookmakerOutcomeId,markets.10300.outcomes.10301.bookmakers.bet365.price,markets.10300.outcomes.10301.outcomeName,markets.10300.payouts.bestPrice,markets.10300.payouts.bet365,markets.10302.handicap,markets.10302.marketName,markets.10302.marketNameShort,markets.10302.oddsType,markets.10302.outcomes.10302.bookmakers.bestPrice.price,markets.10302.outcomes.10302.bookmakers.bet365.bookmakerOutcomeId,markets.10302.outcomes.10302.bookmakers.bet365.price,markets.10302.outcomes.10302.outcomeName,markets.10302.outcomes.10303.bookmakers.bestPrice.price,markets.10302.outcomes.10303.bookmakers.bet365.bookmakerOutcomeId,markets.10302.outcomes.10303.bookmakers.bet365.price,markets.10302.outcomes.10303.outcomeName,markets.10302.payouts.bestPrice,markets.10302.payouts.bet365
50850149,2024-11-04,id100001750850149,pre-game,Fulham FC,Brentford FC,soccer,1730750400,20:00:00,17,1729778112,https://www.bet365.com/#/AC/B1/C1/D8/E163474724,bet365,0,Full Time Result,1X2,3Way,2.0,1457391723,2.0,1,3.6,1457391724,3.6,X,3.5,1457391725,3.5,2,94.03,94.03,0,Both Teams To Score,Both Score,Totals,1.666,1491492498,1.666,Yes,2.1,1491492501,2.1,No,92.9,92.9,0.5,Over Under Full Time,Total,Over/Under,1.04,1491491912,1.04,Over,13.0,1491491915,13.0,Under,96.296,96.296,1.5,Over Under Full Time,Total,Over/Under,1.25,1491491919,1.25,Over,4.0,1491491892,4.0,Under,95.238,95.238,3.5,Over Under Full Time,Total,Over/Under,3.0,1491492001,3.0,Over,1.4,1491491932,1.4,Under,95.455,95.455,4.5,Over Under Full Time,Total,Over/Under,5.0,1491491960,5.0,Over,1.166,1491491925,1.166,Under,94.551,94.551,5.5,Over Under Full Time,Total,Over/Under,11.0,1491492012,11.0,Over,1.05,1491491905,1.05,Under,95.851,95.851,6.5,Over Under Full Time,Total,Over/Under,21.0,1491491970,21.0,Over,1.015,1491492021,1.015,Under,96.82,96.82,7.5,Over Under Full Time,Total,Over/Under,41.0,1491491974,41.0,Over,1.004,1491491909,1.004,Under,98.0,98.0,-0.50,Asian Handicap,Asian Handicap,Asian Handicap,2.07,1457391728,2.07,1,1.83,1457391729,1.83,2,97.131,97.131,0,First Half Result,1st Half 1X2,3Way,2.625,1491489676,2.625,1,2.25,1491489692,2.25,X,3.75,1491489694,3.75,2,91.57,91.57,0,Draw No Bet,Draw No Bet,2Way,1.5,1491489641,1.5,1,2.5,1491489658,2.5,2,93.75,93.75,0,Odd Even Full Time,Odd/Even,2Way,1.975,1491490803,1.975,Odd,1.875,1491490839,1.875,Even,96.185,96.185,0.5,Over Under Team 1,Total,Over/Under,1.181,1491492473,1.181,Over,4.5,1491492478,4.5,Under,93.549,93.549,1.5,Over Under Team 1,Total,Over/Under,1.833,1491492482,1.833,Over,1.833,1491492464,1.833,Under,91.65,91.65,2.5,Over Under Team 1,Total,Over/Under,4.0,1491492465,4.0,Over,1.222,1491492466,1.222,Under,93.604,93.604,3.5,Over Under Team 1,Total,Over/Under,10.0,1491492467,10.0,Over,1.062,1491492469,1.062,Under,96.004,96.004,4.5,Over Under Team 1,Total,Over/Under,23.0,1491492484,23.0,Over,1.012,1491492493,1.012,Under,96.935,96.935,5.5,Over Under Team 1,Total,Over/Under,51.0,1491492494,51.0,Over,1.002,1491492496,1.002,Under,98.269,98.269,0.5,Over Under Team 2,Total,Over/Under,1.333,1491492474,1.333,Over,3.25,1491492479,3.25,Under,94.529,94.529,1.5,Over Under Team 2,Total,Over/Under,2.625,1491492491,2.625,Over,1.444,1491492475,1.444,Under,93.156,93.156,2.5,Over Under Team 2,Total,Over/Under,7.0,1491492477,7.0,Over,1.1,1491492492,1.1,Under,95.062,95.062,3.5,Over Under Team 2,Total,Over/Under,19.0,1491492471,19.0,Over,1.02,1491492472,1.02,Under,96.803,96.803,4.5,Over Under Team 2,Total,Over/Under,51.0,1491492486,51.0,Over,1.002,1491492488,1.002,Under,98.269,98.269,0.5,Over Under First Half,Total,Over/Under,1.333,1491493755,1.333,Over,3.25,1491493759,3.25,Under,94.529,94.529,1.5,Over Under First Half,Total,Over/Under,2.625,1491493763,2.625,Over,1.444,1491493764,1.444,Under,93.156,93.156,2.5,Over Under First Half,Total,Over/Under,6.5,1491493765,6.5,Over,1.111,1491493767,1.111,Under,94.882,94.882,3.5,Over Under First Half,Total,Over/Under,19.0,1491493768,19.0,Over,1.02,1491493770,1.02,Under,96.803,96.803,0,Both Teams To Score First Half,Both Score,Score,4.333,1491494364,4.333,Yes,1.2,1491494371,1.2,No,93.974,93.974,0,Both Teams To Score Second Half,Both Score,Score,3.0,1491493801,3.0,Yes,1.363,1491493806,1.363,No,93.72,93.72
