,event_id,Event Name,Market Name,Outcome Name,Odds (Decimal),Price Numerator,Price Denominator,Outcome Type,Outcome SubType,sport,competition
60,6619004,Northern Districts (W) vs Central Hinds (W),Innings 1 Hannah Rowe Aantal Runs - Over/Under 12.5,Over,1.87,87,100,HL,1,Cricket,"New Zealand Super Smash, Women"
63,6619004,Northern Districts (W) vs Central Hinds (W),Innings 1 Hannah Rowe Aantal Runs - Over/Under 12.5,Under,1.87,87,100,HL,L,Cricket,"New Zealand Super Smash, Women"
66,6618706,Tommy Paul vs Alexander Zverev,Wedstrijd,Tommy Paul,3.45,49,20,HH,1,Tennis,"ATP Australian Open, Enkelspel"
67,6618706,Tommy Paul vs Alexander Zverev,Wedstrijd,Alexander Zverev,1.33,33,100,HH,2,Tennis,"ATP Australian Open, Enkelspel"
68,6618706,Tommy Paul vs Alexander Zverev,Set - Correct Score,Tommy Paul 3-0,12.0,11,1,CS,S,Tennis,"ATP Australian Open, Enkelspel"
69,6618706,Tommy Paul vs Alexander Zverev,Set - Correct Score,Alexander Zverev 3-1,3.65,53,20,CS,S,Tennis,"ATP Australian Open, Enkelspel"
70,6618706,Tommy Paul vs Alexander Zverev,Set - Correct Score,Alexander Zverev 3-2,5.25,17,4,CS,S,Tennis,"ATP Australian Open, Enkelspel"
71,6618706,Tommy Paul vs Alexander Zverev,Set - Correct Score,Tommy Paul 3-1,8.5,15,2,CS,S,Tennis,"ATP Australian Open, Enkelspel"
72,6618706,Tommy Paul vs Alexander Zverev,Set - Correct Score,Alexander Zverev 3-0,2.7,17,10,CS,S,Tennis,"ATP Australian Open, Enkelspel"
73,6618706,Tommy Paul vs Alexander Zverev,Set - Correct Score,Tommy Paul 3-2,9.0,8,1,CS,S,Tennis,"ATP Australian Open, Enkelspel"
74,6618706,Tommy Paul vs Alexander Zverev,1e Set - Wedstrijd Resultaat,Tommy Paul / Tommy Paul,4.75,15,4,--,,Tennis,"ATP Australian Open, Enkelspel"
75,6618706,Tommy Paul vs Alexander Zverev,1e Set - Wedstrijd Resultaat,Alexander Zverev / Alexander Zverev,1.62,31,50,--,,Tennis,"ATP Australian Open, Enkelspel"
76,6618706,Tommy Paul vs Alexander Zverev,1e Set - Wedstrijd Resultaat,Alexander Zverev / Tommy Paul,10.0,9,1,--,,Tennis,"ATP Australian Open, Enkelspel"
77,6618706,Tommy Paul vs Alexander Zverev,1e Set - Wedstrijd Resultaat,Tommy Paul / Alexander Zverev,5.0,4,1,--,,Tennis,"ATP Australian Open, Enkelspel"
78,6618706,Tommy Paul vs Alexander Zverev,Aantal Games - Over/Under 38.5,Over,1.76,19,25,HL,1,Tennis,"ATP Australian Open, Enkelspel"
79,6618706,Tommy Paul vs Alexander Zverev,Aantal Games - Over/Under 38.5,Under,2.03,103,100,HL,L,Tennis,"ATP Australian Open, Enkelspel"
80,6618706,Tommy Paul vs Alexander Zverev,Aantal Games - Over/Under 39.5,Over,1.87,87,100,HL,1,Tennis,"ATP Australian Open, Enkelspel"
81,6618706,Tommy Paul vs Alexander Zverev,Aantal Games - Over/Under 39.5,Under,1.91,91,100,HL,L,Tennis,"ATP Australian Open, Enkelspel"
82,6618706,Tommy Paul vs Alexander Zverev,Set 1 Aantal Games - Over/Under 8.5,Under,5.0,4,1,HL,L,Tennis,"ATP Australian Open, Enkelspel"
83,6618706,Tommy Paul vs Alexander Zverev,Set 1 Aantal Games - Over/Under 8.5,Over,1.16,4,25,HL,1,Tennis,"ATP Australian Open, Enkelspel"
84,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Tommy Paul 7-5,24.0,23,1,--,,Tennis,"ATP Australian Open, Enkelspel"
85,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Alexander Zverev 6-1,23.0,22,1,--,,Tennis,"ATP Australian Open, Enkelspel"
86,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Alexander Zverev 7-5,13.5,100,8,--,,Tennis,"ATP Australian Open, Enkelspel"
87,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Tommy Paul 6-1,50.0,49,1,--,,Tennis,"ATP Australian Open, Enkelspel"
88,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Alexander Zverev 7-6,5.5,9,2,--,,Tennis,"ATP Australian Open, Enkelspel"
89,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Tommy Paul 6-0,150.0,149,1,--,,Tennis,"ATP Australian Open, Enkelspel"
90,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Tommy Paul 7-6,7.5,13,2,--,,Tennis,"ATP Australian Open, Enkelspel"
91,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Alexander Zverev 6-0,100.0,99,1,--,,Tennis,"ATP Australian Open, Enkelspel"
92,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Tommy Paul 6-3,7.75,27,4,--,,Tennis,"ATP Australian Open, Enkelspel"
93,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Tommy Paul 6-4,10.5,19,2,--,,Tennis,"ATP Australian Open, Enkelspel"
94,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Alexander Zverev 6-3,6.5,11,2,--,,Tennis,"ATP Australian Open, Enkelspel"
95,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Tommy Paul 6-2,30.0,29,1,--,,Tennis,"ATP Australian Open, Enkelspel"
96,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Alexander Zverev 6-4,3.9,29,10,--,,Tennis,"ATP Australian Open, Enkelspel"
97,6618706,Tommy Paul vs Alexander Zverev,Set 1 Correct Score,Alexander Zverev 6-2,9.0,8,1,--,,Tennis,"ATP Australian Open, Enkelspel"
98,6618706,Tommy Paul vs Alexander Zverev,Set 1 Aantal Games - Over/Under 9.5,Under,2.4,7,5,HL,L,Tennis,"ATP Australian Open, Enkelspel"
99,6618706,Tommy Paul vs Alexander Zverev,Set 1 Aantal Games - Over/Under 9.5,Over,1.55,11,20,HL,1,Tennis,"ATP Australian Open, Enkelspel"
100,6618706,Tommy Paul vs Alexander Zverev,Set 1 Aantal Games - Over/Under 10.5,Under,1.44,11,25,HL,L,Tennis,"ATP Australian Open, Enkelspel"
101,6618706,Tommy Paul vs Alexander Zverev,Set 1 Aantal Games - Over/Under 10.5,Over,2.75,7,4,HL,1,Tennis,"ATP Australian Open, Enkelspel"
102,6618706,Tommy Paul vs Alexander Zverev,Aantal Games - Over/Under 40.5,Under,1.79,79,100,HL,L,Tennis,"ATP Australian Open, Enkelspel"
103,6618706,Tommy Paul vs Alexander Zverev,Aantal Games - Over/Under 40.5,Over,1.99,99,100,HL,1,Tennis,"ATP Australian Open, Enkelspel"
104,6618706,Tommy Paul vs Alexander Zverev,Match Winner and Total Games Over/Under 39.5,Tommy Paul en Under,8.5,15,2,--,,Tennis,"ATP Australian Open, Enkelspel"
105,6618706,Tommy Paul vs Alexander Zverev,Match Winner and Total Games Over/Under 39.5,Alexander Zverev en Under,2.26,63,50,--,,Tennis,"ATP Australian Open, Enkelspel"
106,6618706,Tommy Paul vs Alexander Zverev,Match Winner and Total Games Over/Under 39.5,Alexander Zverev en Over,2.65,33,20,--,,Tennis,"ATP Australian Open, Enkelspel"
107,6618706,Tommy Paul vs Alexander Zverev,Match Winner and Total Games Over/Under 39.5,Tommy Paul en Over,5.0,4,1,--,,Tennis,"ATP Australian Open, Enkelspel"
108,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Zverev to win the Match, Over 24.5 Games in the Match & Paul gets over 9.5 Aces in the Match",3.8,14,5,--,,Tennis,"ATP Australian Open, Enkelspel"
109,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Zverev win Match 3-1 , Over 24.5 Games in the Match & Paul to win Set 1",8.0,7,1,--,,Tennis,"ATP Australian Open, Enkelspel"
110,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Paul to win the Match, Over 24.5 Games in the Match & Paul gets over 9.5 Aces in the Match",5.5,9,2,--,,Tennis,"ATP Australian Open, Enkelspel"
111,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Paul win Match 3-0  & Paul gets over 11.5 Aces in the Match,50.0,49,1,--,,Tennis,"ATP Australian Open, Enkelspel"
112,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Zverev to win the Match & Under 24.5 Games in the Match,35.0,34,1,--,,Tennis,"ATP Australian Open, Enkelspel"
113,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Zverev to win the Match, Over 24.5 Games in the Match & Paul gets over 6.5 Aces in the Match",2.05,21,20,--,,Tennis,"ATP Australian Open, Enkelspel"
114,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Paul win Match 3-1 , Over 24.5 Games in the Match & Paul to win Set 1",10.5,19,2,--,,Tennis,"ATP Australian Open, Enkelspel"
115,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Paul win Match 3-0  & Paul gets over 6.5 Aces in the Match,8.5,15,2,--,,Tennis,"ATP Australian Open, Enkelspel"
116,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Zverev win Match 3-1 , Over 24.5 Games in the Match & Zverev to win Set 1",5.5,9,2,--,,Tennis,"ATP Australian Open, Enkelspel"
117,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Over 12.5 Games in Set 1 & Paul to win the Match,8.0,7,1,--,,Tennis,"ATP Australian Open, Enkelspel"
118,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Zverev win Match 3-0  & Zverev gets over 6.5 Aces in the Match,2.8,9,5,--,,Tennis,"ATP Australian Open, Enkelspel"
119,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Paul to win the Match & Over 24.5 Games in the Match,3.0,2,1,--,,Tennis,"ATP Australian Open, Enkelspel"
120,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Paul to win Set 1, Paul to win Set 2 & Zverev to win the Match",18.0,17,1,--,,Tennis,"ATP Australian Open, Enkelspel"
121,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Zverev to win Set 1, Zverev to win Set 2 & Paul to win the Match",26.0,25,1,--,,Tennis,"ATP Australian Open, Enkelspel"
122,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Paul to win the Match & Under 24.5 Games in the Match,250.0,249,1,--,,Tennis,"ATP Australian Open, Enkelspel"
123,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Paul to win the Match, Over 24.5 Games in the Match & Paul gets over 6.5 Aces in the Match",3.8,14,5,--,,Tennis,"ATP Australian Open, Enkelspel"
124,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Zverev to win the Match & Over 24.5 Games in the Match,1.37,37,100,--,,Tennis,"ATP Australian Open, Enkelspel"
125,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Over 12.5 Games in Set 1 & Zverev to win the Match,4.5,7,2,--,,Tennis,"ATP Australian Open, Enkelspel"
126,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,"Paul win Match 3-1 , Over 24.5 Games in the Match & Zverev to win Set 1",14.0,13,1,--,,Tennis,"ATP Australian Open, Enkelspel"
127,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Paul win Match 3-1  & Over 24.5 Games in the Match,7.25,25,4,--,,Tennis,"ATP Australian Open, Enkelspel"
128,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Zverev win Match 3-0  & Zverev gets over 11.5 Aces in the Match,5.25,17,4,--,,Tennis,"ATP Australian Open, Enkelspel"
129,6618706,Tommy Paul vs Alexander Zverev,TOTO Special,Zverev win Match 3-1  & Over 24.5 Games in the Match,3.7,27,10,--,,Tennis,"ATP Australian Open, Enkelspel"
130,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Tie Break in partij,1.45,9,20,--,,Tennis,"ATP Australian Open, Enkelspel"
131,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Meer dan 1 tie break in partij,3.8,14,5,--,,Tennis,"ATP Australian Open, Enkelspel"
132,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Meer dan 2 tie breaks in partij,11.0,10,1,--,,Tennis,"ATP Australian Open, Enkelspel"
133,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Paul wint 1e set 6-3 of 6-4,4.5,7,2,--,,Tennis,"ATP Australian Open, Enkelspel"
134,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Zverev wint 1e set 6-3 of 6-4,2.45,29,20,--,,Tennis,"ATP Australian Open, Enkelspel"
135,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Zverev wint 1e set 6-2 of 6-1,6.5,11,2,--,,Tennis,"ATP Australian Open, Enkelspel"
136,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Zverev wint 3-0 & wint iedere set 6-3 of 6-4,16.0,15,1,--,,Tennis,"ATP Australian Open, Enkelspel"
137,6618706,Tommy Paul vs Alexander Zverev,Match Specials,"Zverev wint 6-4, 6-4, 6-4",70.0,69,1,--,,Tennis,"ATP Australian Open, Enkelspel"
138,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Beide spelers meer dan 15 aces,18.0,17,1,--,,Tennis,"ATP Australian Open, Enkelspel"
139,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Beide spelers meer dan 13 aces,8.0,7,1,--,,Tennis,"ATP Australian Open, Enkelspel"
140,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Paul meer dan 11 aces,3.0,2,1,--,,Tennis,"ATP Australian Open, Enkelspel"
141,6618706,Tommy Paul vs Alexander Zverev,Match Specials,Zverev meer dan 20 aces,5.0,4,1,--,,Tennis,"ATP Australian Open, Enkelspel"
142,6619054,Northern Districts Brave vs Central Stags,Innings 1 Joe Carter Aantal Runs - Over/Under 19.5,Over,1.87,87,100,HL,1,Cricket,Nieuw-Zeeland Super Smash
144,6619054,Northern Districts Brave vs Central Stags,Innings 1 Joe Carter Aantal Runs - Over/Under 19.5,Under,1.87,87,100,HL,L,Cricket,Nieuw-Zeeland Super Smash
146,6619054,Northern Districts Brave vs Central Stags,Northern Districts Brave Innings 1 Total Sixes Over/Under 6.5,Under,1.8,4,5,HL,L,Cricket,Nieuw-Zeeland Super Smash
148,6619054,Northern Districts Brave vs Central Stags,Northern Districts Brave Innings 1 Total Sixes Over/Under 6.5,Over,1.91,91,100,HL,1,Cricket,Nieuw-Zeeland Super Smash
150,6619054,Northern Districts Brave vs Central Stags,Central Stags Innings 1 Dismissal 1 Aantal Runs - Over/Under 21.5,Under,1.87,87,100,HL,L,Cricket,Nieuw-Zeeland Super Smash
152,6619054,Northern Districts Brave vs Central Stags,Central Stags Innings 1 Dismissal 1 Aantal Runs - Over/Under 21.5,Over,1.87,87,100,HL,1,Cricket,Nieuw-Zeeland Super Smash
154,6619054,Northern Districts Brave vs Central Stags,Innings 1 Joshua Andrew Clarkson Aantal Runs - Over/Under 16.5,Over,1.87,87,100,HL,1,Cricket,Nieuw-Zeeland Super Smash
156,6619054,Northern Districts Brave vs Central Stags,Innings 1 Joshua Andrew Clarkson Aantal Runs - Over/Under 16.5,Under,1.87,87,100,HL,L,Cricket,Nieuw-Zeeland Super Smash
158,6619054,Northern Districts Brave vs Central Stags,Northern Districts Brave Innings 1 Total Fours Over/Under 13.5,Over,1.93,93,100,HL,1,Cricket,Nieuw-Zeeland Super Smash
160,6619054,Northern Districts Brave vs Central Stags,Northern Districts Brave Innings 1 Total Fours Over/Under 13.5,Under,1.77,77,100,HL,L,Cricket,Nieuw-Zeeland Super Smash
162,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Jeet Raval,41.0,40,1,--,,Cricket,Nieuw-Zeeland Super Smash
164,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Neil Wagner,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
166,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Katene Clarke,7.75,27,4,--,,Cricket,Nieuw-Zeeland Super Smash
168,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Brett Hampton,26.0,25,1,--,,Cricket,Nieuw-Zeeland Super Smash
170,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Jayden Lennox,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
172,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Scott Sangster Johnston,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
174,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Tom Bruce,7.0,6,1,--,,Cricket,Nieuw-Zeeland Super Smash
176,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Ajaz Patel,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
178,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Dane Cleaver,9.0,8,1,--,,Cricket,Nieuw-Zeeland Super Smash
180,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Raymond Toole,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
182,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Will Young,8.5,15,2,--,,Cricket,Nieuw-Zeeland Super Smash
184,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Robbie O'Donnell,8.5,15,2,--,,Cricket,Nieuw-Zeeland Super Smash
186,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Mitchell Santner,21.0,20,1,--,,Cricket,Nieuw-Zeeland Super Smash
188,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Fergus Lellman,26.0,25,1,--,,Cricket,Nieuw-Zeeland Super Smash
190,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Joshua Andrew Clarkson,16.0,15,1,--,,Cricket,Nieuw-Zeeland Super Smash
192,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Sam James Cassidy,26.0,25,1,--,,Cricket,Nieuw-Zeeland Super Smash
194,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Kristian Clarke,71.0,70,1,--,,Cricket,Nieuw-Zeeland Super Smash
196,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Brett Randell,71.0,70,1,--,,Cricket,Nieuw-Zeeland Super Smash
198,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Joey Field,71.0,70,1,--,,Cricket,Nieuw-Zeeland Super Smash
200,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Toby Aitken Findlay,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
202,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,FL Walker,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
204,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Matthew Fisher,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
206,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,HR Cooper,15.0,14,1,--,,Cricket,Nieuw-Zeeland Super Smash
208,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Blair Tickner,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
210,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,John Christopher Thwaites Boyle,7.75,27,4,--,,Cricket,Nieuw-Zeeland Super Smash
212,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Joe Carter,9.5,17,2,--,,Cricket,Nieuw-Zeeland Super Smash
214,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,William Clark,26.0,25,1,--,,Cricket,Nieuw-Zeeland Super Smash
216,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Rohit Gulati,91.0,90,1,--,,Cricket,Nieuw-Zeeland Super Smash
218,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Ben Pomare,14.0,13,1,--,,Cricket,Nieuw-Zeeland Super Smash
220,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Curtis Heaphy,12.0,11,1,--,,Cricket,Nieuw-Zeeland Super Smash
222,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Bharat Popli,14.0,13,1,--,,Cricket,Nieuw-Zeeland Super Smash
224,6619054,Northern Districts Brave vs Central Stags,Match Top Batsman,Angus Schaw,46.0,45,1,--,,Cricket,Nieuw-Zeeland Super Smash
226,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Joshua Andrew Clarkson,26.0,25,1,--,,Cricket,Nieuw-Zeeland Super Smash
228,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Joey Field,15.0,14,1,--,,Cricket,Nieuw-Zeeland Super Smash
230,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Toby Aitken Findlay,13.0,12,1,--,,Cricket,Nieuw-Zeeland Super Smash
232,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Rohit Gulati,14.0,13,1,--,,Cricket,Nieuw-Zeeland Super Smash
234,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Scott Sangster Johnston,14.0,13,1,--,,Cricket,Nieuw-Zeeland Super Smash
236,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,HR Cooper,31.0,30,1,--,,Cricket,Nieuw-Zeeland Super Smash
238,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Neil Wagner,9.5,17,2,--,,Cricket,Nieuw-Zeeland Super Smash
240,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Angus Schaw,13.0,12,1,--,,Cricket,Nieuw-Zeeland Super Smash
242,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Matthew Fisher,14.0,13,1,--,,Cricket,Nieuw-Zeeland Super Smash
244,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Brett Hampton,19.0,18,1,--,,Cricket,Nieuw-Zeeland Super Smash
246,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Kristian Clarke,12.0,11,1,--,,Cricket,Nieuw-Zeeland Super Smash
248,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,William Clark,26.0,25,1,--,,Cricket,Nieuw-Zeeland Super Smash
250,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,FL Walker,17.0,16,1,--,,Cricket,Nieuw-Zeeland Super Smash
252,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Mitchell Santner,8.0,7,1,--,,Cricket,Nieuw-Zeeland Super Smash
254,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Ajaz Patel,8.0,7,1,--,,Cricket,Nieuw-Zeeland Super Smash
256,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Brett Randell,9.5,17,2,--,,Cricket,Nieuw-Zeeland Super Smash
258,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Raymond Toole,10.0,9,1,--,,Cricket,Nieuw-Zeeland Super Smash
260,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Fergus Lellman,26.0,25,1,--,,Cricket,Nieuw-Zeeland Super Smash
262,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Jayden Lennox,6.5,11,2,--,,Cricket,Nieuw-Zeeland Super Smash
264,6619054,Northern Districts Brave vs Central Stags,Match Top Wicket-Taker,Blair Tickner,6.75,23,4,--,,Cricket,Nieuw-Zeeland Super Smash
266,6619054,Northern Districts Brave vs Central Stags,Innings 1 Curtis Heaphy Aantal Runs - Over/Under 17.5,Over,1.87,87,100,HL,1,Cricket,Nieuw-Zeeland Super Smash
268,6619054,Northern Districts Brave vs Central Stags,Innings 1 Curtis Heaphy Aantal Runs - Over/Under 17.5,Under,1.87,87,100,HL,L,Cricket,Nieuw-Zeeland Super Smash
