,event_id,Event Name,Market Name,Outcome Name,Odds (Decimal),Price Numerator,Price Denominator,Outcome Type,Outcome SubType,sport,competition
0,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Winnaar,Guandong Southern Tigers,1.43,43,100,HH,1,Basketbal,China CBA
1,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Winnaar,Zhejiang Golden Bulls,2.6,8,5,HH,2,Basketbal,China CBA
2,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Wedstrijd - Resultaat (excl. OT),Gelijkspel,16.0,15,1,MR,D,Basketbal,China CBA
3,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Wedstrijd - Resultaat (excl. OT),Guandong Southern Tigers,1.47,47,100,MR,1,Basketbal,China CBA
4,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Wedstrijd - Resultaat (excl. OT),Zhejiang Golden Bulls,2.8,9,5,MR,2,Basketbal,China CBA
5,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Aantal Punten - Over/Under 217.5,Under,1.71,71,100,HL,L,Basketbal,China CBA
6,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Aantal Punten - Over/Under 217.5,Over,2.0,1,1,HL,1,Basketbal,China CBA
7,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Zhejiang Golden Bulls Aantal Punten - Over/Under 107.0,Over,2.15,23,20,HL,1,Basketbal,China CBA
8,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Zhejiang Golden Bulls Aantal Punten - Over/Under 107.0,Under,1.63,63,100,HL,L,Basketbal,China CBA
9,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 109.5,Over,1.78,39,50,HL,1,Basketbal,China CBA
10,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 109.5,Under,1.93,93,100,HL,L,Basketbal,China CBA
11,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 110.0,Under,1.87,87,100,HL,L,Basketbal,China CBA
12,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 110.0,Over,1.83,83,100,HL,1,Basketbal,China CBA
13,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Aantal Punten - Over/Under 219.5,Under,1.59,59,100,HL,L,Basketbal,China CBA
14,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Aantal Punten - Over/Under 219.5,Over,2.2,6,5,HL,1,Basketbal,China CBA
15,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 109.0,Under,2.0,1,1,HL,L,Basketbal,China CBA
16,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 109.0,Over,1.71,71,100,HL,1,Basketbal,China CBA
17,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Winning Margin 11+,Zhejiang Golden Bulls by 11+,7.0,6,1,--,,Basketbal,China CBA
18,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Winning Margin 11+,Guandong Southern Tigers by 6-10,4.25,13,4,--,,Basketbal,China CBA
19,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Winning Margin 11+,Guandong Southern Tigers by 11+,2.45,29,20,--,,Basketbal,China CBA
20,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Winning Margin 11+,Zhejiang Golden Bulls by 1-5,6.0,5,1,--,,Basketbal,China CBA
21,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Winning Margin 11+,Guandong Southern Tigers by 1-5,4.75,15,4,--,,Basketbal,China CBA
22,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Winning Margin 11+,Zhejiang Golden Bulls by 6-10,7.0,6,1,--,,Basketbal,China CBA
23,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 112.0,Over,2.15,23,20,HL,1,Basketbal,China CBA
24,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 112.0,Under,1.63,63,100,HL,L,Basketbal,China CBA
25,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 111.5,Under,1.69,69,100,HL,L,Basketbal,China CBA
26,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 111.5,Over,2.05,21,20,HL,1,Basketbal,China CBA
27,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Zhejiang Golden Bulls Aantal Punten - Over/Under 106.5,Under,1.69,69,100,HL,L,Basketbal,China CBA
28,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Zhejiang Golden Bulls Aantal Punten - Over/Under 106.5,Over,2.05,21,20,HL,1,Basketbal,China CBA
29,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Zhejiang Golden Bulls Aantal Punten - Over/Under 106.0,Under,1.73,73,100,HL,L,Basketbal,China CBA
30,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Zhejiang Golden Bulls Aantal Punten - Over/Under 106.0,Over,1.98,49,50,HL,1,Basketbal,China CBA
31,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 110.5,Over,1.91,91,100,HL,1,Basketbal,China CBA
32,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 110.5,Under,1.8,4,5,HL,L,Basketbal,China CBA
33,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 111.0,Under,1.73,73,100,HL,L,Basketbal,China CBA
34,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Guandong Southern Tigers Aantal Punten - Over/Under 111.0,Over,1.98,49,50,HL,1,Basketbal,China CBA
35,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Aantal Punten - Over/Under 215.5,Over,1.87,87,100,HL,1,Basketbal,China CBA
36,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Aantal Punten - Over/Under 215.5,Under,1.83,83,100,HL,L,Basketbal,China CBA
37,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Will there Be Overtime,Nee,1.03,3,100,--,,Basketbal,China CBA
38,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Will there Be Overtime,Ja,9.5,17,2,--,,Basketbal,China CBA
39,5983675,Guandong Southern Tigers vs Zhejiang Golden Bulls,Half-Time / Full-Time,Zhejiang Golden Bulls - Zhejiang Golden Bulls,3.65,53,20,HF,9,Basketbal,China CBA
