,event_id,Event Name,Market Name,Outcome Name,Odds (Decimal),Price Numerator,Price Denominator,Outcome Type,Outcome SubType,sport,competition
170,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Aantal Punten - Over/Under 156.5,Over,1.78,39,50,HL,1,Basketbal,Litouwen LKL
171,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Handicap - Winnaar 1.5,BC Zalgiris Kaunas II,1.73,73,100,WH,2,Basketbal,Litouwen LKL
172,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Handicap - Winnaar 1.5,Neptunas Klaipeda,1.91,91,100,WH,1,Basketbal,Litouwen LKL
173,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Aantal Punten - Over/Under 155.5,Over,1.71,71,100,HL,1,Basketbal,Litouwen LKL
174,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Aantal Punten - Over/Under 155.5,Under,1.93,93,100,HL,L,Basketbal,Litouwen LKL
175,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Wedstrijd Winnaar en Aantal Punten Over/Under 156.5,Neptunas Klaipeda en Over 156.5,3.85,57,20,--,,Basketbal,Litouwen LKL
176,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Wedstrijd Winnaar en Aantal Punten Over/Under 156.5,BC Zalgiris Kaunas II en Over 156.5,3.15,43,20,--,,Basketbal,Litouwen LKL
177,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Wedstrijd Winnaar en Aantal Punten Over/Under 156.5,Neptunas Klaipeda en Under 156.5,4.0,3,1,--,,Basketbal,Litouwen LKL
178,6627097,Neptunas Klaipeda vs BC Zalgiris Kaunas II,Wedstrijd Winnaar en Aantal Punten Over/Under 156.5,BC Zalgiris Kaunas II en Under 156.5,3.25,9,4,--,,Basketbal,Litouwen LKL
179,6620064,Jak Jones vs Tom Ford,Handicap Winnaar 0.5,Jak Jones,1.63,63,100,WH,1,Snooker,Championship League Snooker
181,6620064,Jak Jones vs Tom Ford,Handicap Winnaar 0.5,Tom Ford,2.15,23,20,WH,2,Snooker,Championship League Snooker
183,6620064,Jak Jones vs Tom Ford,Aantal Frames - Over/Under 4.5,Under,1.44,11,25,HL,L,Snooker,Championship League Snooker
185,6620064,Jak Jones vs Tom Ford,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
187,6620064,Jak Jones vs Tom Ford,Handicap Winnaar -0.5,Jak Jones,1.63,63,100,WH,1,Snooker,Championship League Snooker
189,6620064,Jak Jones vs Tom Ford,Handicap Winnaar -0.5,Tom Ford,2.15,23,20,WH,2,Snooker,Championship League Snooker
191,6620064,Jak Jones vs Tom Ford,Handicap Winnaar -1.5,Jak Jones,2.35,27,20,WH,1,Snooker,Championship League Snooker
193,6620064,Jak Jones vs Tom Ford,Handicap Winnaar -1.5,Tom Ford,1.54,27,50,WH,2,Snooker,Championship League Snooker
195,6620064,Jak Jones vs Tom Ford,Wedstrijd,Jak Jones,1.67,67,100,HH,1,Snooker,Championship League Snooker
197,6620064,Jak Jones vs Tom Ford,Wedstrijd,Tom Ford,2.2,6,5,HH,2,Snooker,Championship League Snooker
199,6620064,Jak Jones vs Tom Ford,Aantal Frames - Over/Under 3.5,Over,1.31,31,100,HL,1,Snooker,Championship League Snooker
201,6620064,Jak Jones vs Tom Ford,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
203,6620064,Jak Jones vs Tom Ford,Correct Score,Tom Ford 3-2,5.5,9,2,CS,S,Snooker,Championship League Snooker
205,6620064,Jak Jones vs Tom Ford,Correct Score,Jak Jones 3-2,4.75,15,4,CS,S,Snooker,Championship League Snooker
207,6620064,Jak Jones vs Tom Ford,Correct Score,Jak Jones 3-1,4.0,3,1,CS,S,Snooker,Championship League Snooker
209,6620064,Jak Jones vs Tom Ford,Correct Score,Tom Ford 3-1,5.5,9,2,CS,S,Snooker,Championship League Snooker
211,6620064,Jak Jones vs Tom Ford,Correct Score,Jak Jones 3-0,5.0,4,1,CS,S,Snooker,Championship League Snooker
213,6620064,Jak Jones vs Tom Ford,Correct Score,Tom Ford 3-0,8.0,7,1,CS,S,Snooker,Championship League Snooker
215,6620061,Neil Robertson vs Stuart Bingham,Aantal Frames - Over/Under 4.5,Under,1.44,11,25,HL,L,Snooker,Championship League Snooker
217,6620061,Neil Robertson vs Stuart Bingham,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
219,6620061,Neil Robertson vs Stuart Bingham,Wedstrijd,Neil Robertson,1.61,61,100,HH,1,Snooker,Championship League Snooker
221,6620061,Neil Robertson vs Stuart Bingham,Wedstrijd,Stuart Bingham,2.35,27,20,HH,2,Snooker,Championship League Snooker
223,6620061,Neil Robertson vs Stuart Bingham,Aantal Frames - Over/Under 3.5,Over,1.33,33,100,HL,1,Snooker,Championship League Snooker
225,6620061,Neil Robertson vs Stuart Bingham,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
227,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar 0.5,Neil Robertson,1.57,57,100,WH,1,Snooker,Championship League Snooker
229,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar 0.5,Stuart Bingham,2.3,13,10,WH,2,Snooker,Championship League Snooker
231,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar -0.5,Stuart Bingham,2.3,13,10,WH,2,Snooker,Championship League Snooker
233,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar -0.5,Neil Robertson,1.57,57,100,WH,1,Snooker,Championship League Snooker
235,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar -1.5,Stuart Bingham,1.59,59,100,WH,2,Snooker,Championship League Snooker
237,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar -1.5,Neil Robertson,2.25,5,4,WH,1,Snooker,Championship League Snooker
239,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Stuart Bingham 3-0,8.5,15,2,CS,S,Snooker,Championship League Snooker
241,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Neil Robertson 3-2,4.5,7,2,CS,S,Snooker,Championship League Snooker
243,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Neil Robertson 3-0,4.75,15,4,CS,S,Snooker,Championship League Snooker
245,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Stuart Bingham 3-2,5.75,19,4,CS,S,Snooker,Championship League Snooker
247,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Stuart Bingham 3-1,5.75,19,4,CS,S,Snooker,Championship League Snooker
249,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Neil Robertson 3-1,3.85,57,20,CS,S,Snooker,Championship League Snooker
251,6587994,CR Belouizdad vs JS Kabylie,Draw No Bet,JS Kabylie,4.25,13,4,DN,2,Voetbal,Algerije Ligue 1
253,6587994,CR Belouizdad vs JS Kabylie,Draw No Bet,CR Belouizdad,1.16,4,25,DN,1,Voetbal,Algerije Ligue 1
255,6587994,CR Belouizdad vs JS Kabylie,Resultaat,Gelijkspel,3.15,43,20,MR,D,Voetbal,Algerije Ligue 1
257,6587994,CR Belouizdad vs JS Kabylie,Resultaat,CR Belouizdad,1.59,59,100,MR,1,Voetbal,Algerije Ligue 1
259,6587994,CR Belouizdad vs JS Kabylie,Resultaat,JS Kabylie,6.5,11,2,MR,2,Voetbal,Algerije Ligue 1
