,event_id,Event Name,Market Name,Outcome Name,Odds (Decimal),Price Numerator,Price Denominator,Outcome Type,Outcome SubType,sport,competition
22430,6335271,Molde FK vs Shamrock Rovers,Aantal Goals - Over/Under 4.5,Under,1.18,9,50,HL,L,Voetbal,UEFA Europa Conference League
22431,6335271,Molde FK vs Shamrock Rovers,Aantal Goals - Over/Under 0.5,Over,1.03,3,100,HL,1,Voetbal,UEFA Europa Conference League
22432,6335271,Molde FK vs Shamrock Rovers,Aantal Goals - Over/Under 0.5,Under,9.5,17,2,HL,L,Voetbal,UEFA Europa Conference League
22433,6335271,Molde FK vs Shamrock Rovers,Aantal Goals - Over/Under 1.5,Under,4.0,3,1,HL,L,Voetbal,UEFA Europa Conference League
22434,6335271,Molde FK vs Shamrock Rovers,Aantal Goals - Over/Under 1.5,Over,1.18,9,50,HL,1,Voetbal,UEFA Europa Conference League
22435,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -2.0,Gelijkspel,4.0,3,1,MH,L,Voetbal,UEFA Europa Conference League
22436,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -2.0,Molde FK,2.9,19,10,MH,1,Voetbal,UEFA Europa Conference League
22437,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -2.0,Shamrock Rovers,1.87,87,100,MH,2,Voetbal,UEFA Europa Conference League
22438,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -4.0,Shamrock Rovers,1.11,11,100,MH,2,Voetbal,UEFA Europa Conference League
22439,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -4.0,Molde FK,11.0,10,1,MH,1,Voetbal,UEFA Europa Conference League
22440,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -4.0,Gelijkspel,8.0,7,1,MH,L,Voetbal,UEFA Europa Conference League
22441,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat 1.0,Molde FK,1.05,1,20,MH,1,Voetbal,UEFA Europa Conference League
22442,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat 1.0,Shamrock Rovers,23.0,22,1,MH,2,Voetbal,UEFA Europa Conference League
22443,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat 1.0,Gelijkspel,8.0,7,1,MH,L,Voetbal,UEFA Europa Conference League
22444,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -1.0,Molde FK,1.78,39,50,MH,1,Voetbal,UEFA Europa Conference League
22445,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -1.0,Shamrock Rovers,3.4,12,5,MH,2,Voetbal,UEFA Europa Conference League
22446,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -1.0,Gelijkspel,3.75,11,4,MH,L,Voetbal,UEFA Europa Conference League
22447,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,"1-2, 1-3 of 1-4",23.0,22,1,--,,Voetbal,UEFA Europa Conference League
22448,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,"2-1, 3-1 of 4-1",3.75,11,4,--,,Voetbal,UEFA Europa Conference League
22449,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,"4-0, 5-0 of 6-0",7.25,25,4,--,,Voetbal,UEFA Europa Conference League
22450,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,Thuis team wint met elke andere uitslag,26.0,25,1,--,,Voetbal,UEFA Europa Conference League
22451,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,"0-1, 0-2 of 0-3",16.0,15,1,--,,Voetbal,UEFA Europa Conference League
22452,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,"2-3, 2-4, 3-4 of 1-5",81.0,80,1,--,,Voetbal,UEFA Europa Conference League
22453,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,"1-0, 2-0 of 3-0",2.3,13,10,--,,Voetbal,UEFA Europa Conference League
22454,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,"0-4, 0-5 of 0-6",101.0,100,1,--,,Voetbal,UEFA Europa Conference League
22455,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,Gelijkspel,4.5,7,2,--,,Voetbal,UEFA Europa Conference League
22456,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,Uit team wint met elke andere uitslag,101.0,100,1,--,,Voetbal,UEFA Europa Conference League
22457,6335271,Molde FK vs Shamrock Rovers,Correct score Combinatie,"3-2, 4-2, 4-3 of 5-1",12.0,11,1,--,,Voetbal,UEFA Europa Conference League
22458,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -3.0,Shamrock Rovers,1.33,33,100,MH,2,Voetbal,UEFA Europa Conference League
22459,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -3.0,Molde FK,5.75,19,4,MH,1,Voetbal,UEFA Europa Conference League
22460,6335271,Molde FK vs Shamrock Rovers,Handicap Resultaat -3.0,Gelijkspel,5.25,17,4,MH,L,Voetbal,UEFA Europa Conference League
22461,6335271,Molde FK vs Shamrock Rovers,Dubbele Kans,Molde FK of Gelijkspel,1.06,3,50,DC,1,Voetbal,UEFA Europa Conference League
22462,6335271,Molde FK vs Shamrock Rovers,Dubbele Kans,Molde FK of Shamrock Rovers,1.14,7,50,DC,3,Voetbal,UEFA Europa Conference League
22463,6335271,Molde FK vs Shamrock Rovers,Dubbele Kans,Gelijkspel of Shamrock Rovers,3.0,2,1,DC,2,Voetbal,UEFA Europa Conference League
22464,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Molde FK / Gelijkspel,22.0,21,1,HF,2,Voetbal,UEFA Europa Conference League
22465,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Shamrock Rovers / Molde FK,26.0,25,1,HF,7,Voetbal,UEFA Europa Conference League
22466,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Shamrock Rovers / Shamrock Rovers,18.0,17,1,HF,9,Voetbal,UEFA Europa Conference League
22467,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Molde FK / Molde FK,1.69,69,100,HF,1,Voetbal,UEFA Europa Conference League
22468,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Gelijkspel / Molde FK,4.0,3,1,HF,4,Voetbal,UEFA Europa Conference League
22469,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Gelijkspel / Shamrock Rovers,20.0,19,1,HF,6,Voetbal,UEFA Europa Conference League
22470,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Molde FK / Shamrock Rovers,101.0,100,1,HF,3,Voetbal,UEFA Europa Conference League
22471,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Gelijkspel / Gelijkspel,7.75,27,4,HF,5,Voetbal,UEFA Europa Conference League
22472,6335271,Molde FK vs Shamrock Rovers,Half-Time / Full-Time,Shamrock Rovers / Gelijkspel,26.0,25,1,HF,8,Voetbal,UEFA Europa Conference League
22473,6335271,Molde FK vs Shamrock Rovers,Beide Teams Scoren,Ja,2.1,11,10,--,,Voetbal,UEFA Europa Conference League
22474,6335271,Molde FK vs Shamrock Rovers,Beide Teams Scoren,Nee,1.65,13,20,--,,Voetbal,UEFA Europa Conference League
22475,6335271,Molde FK vs Shamrock Rovers,Draw No Bet,Molde FK,1.08,2,25,DN,1,Voetbal,UEFA Europa Conference League
22476,6335271,Molde FK vs Shamrock Rovers,Draw No Bet,Shamrock Rovers,6.5,11,2,DN,2,Voetbal,UEFA Europa Conference League
22477,6335249,Víkingur Reykjavík vs Panathinaikos,Resultaat,Panathinaikos,1.71,71,100,MR,2,Voetbal,UEFA Europa Conference League
22478,6335249,Víkingur Reykjavík vs Panathinaikos,Resultaat,Gelijkspel,3.65,53,20,MR,D,Voetbal,UEFA Europa Conference League
22479,6335249,Víkingur Reykjavík vs Panathinaikos,Resultaat,Víkingur Reykjavík,4.5,7,2,MR,1,Voetbal,UEFA Europa Conference League
22480,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 4.5,Under,1.11,11,100,HL,L,Voetbal,UEFA Europa Conference League
22481,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 4.5,Over,5.5,9,2,HL,1,Voetbal,UEFA Europa Conference League
22482,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 1.5,Under,3.4,12,5,HL,L,Voetbal,UEFA Europa Conference League
22483,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 1.5,Over,1.26,13,50,HL,1,Voetbal,UEFA Europa Conference League
22484,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 3.5,Under,1.33,33,100,HL,L,Voetbal,UEFA Europa Conference League
22485,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 3.5,Over,3.0,2,1,HL,1,Voetbal,UEFA Europa Conference League
22486,6335249,Víkingur Reykjavík vs Panathinaikos,Dubbele Kans,Víkingur Reykjavík of Panathinaikos,1.26,13,50,DC,3,Voetbal,UEFA Europa Conference League
22487,6335249,Víkingur Reykjavík vs Panathinaikos,Dubbele Kans,Víkingur Reykjavík of Gelijkspel,1.95,19,20,DC,1,Voetbal,UEFA Europa Conference League
22488,6335249,Víkingur Reykjavík vs Panathinaikos,Dubbele Kans,Gelijkspel of Panathinaikos,1.2,1,5,DC,2,Voetbal,UEFA Europa Conference League
22489,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 2.0,Panathinaikos,6.0,5,1,MH,2,Voetbal,UEFA Europa Conference League
22490,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 2.0,Gelijkspel,4.75,15,4,MH,L,Voetbal,UEFA Europa Conference League
22491,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 2.0,Víkingur Reykjavík,1.33,33,100,MH,1,Voetbal,UEFA Europa Conference League
22492,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 0.5,Under,8.0,7,1,HL,L,Voetbal,UEFA Europa Conference League
22493,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 0.5,Over,1.04,1,25,HL,1,Voetbal,UEFA Europa Conference League
22494,6335249,Víkingur Reykjavík vs Panathinaikos,Draw No Bet,Panathinaikos,1.31,31,100,DN,2,Voetbal,UEFA Europa Conference League
22495,6335249,Víkingur Reykjavík vs Panathinaikos,Draw No Bet,Víkingur Reykjavík,3.15,43,20,DN,1,Voetbal,UEFA Europa Conference League
22496,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 2.5,Over,1.83,83,100,HL,1,Voetbal,UEFA Europa Conference League
22497,6335249,Víkingur Reykjavík vs Panathinaikos,Aantal Goals - Over/Under 2.5,Under,1.87,87,100,HL,L,Voetbal,UEFA Europa Conference League
22498,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Panathinaikos / Víkingur Reykjavík,51.0,50,1,HF,7,Voetbal,UEFA Europa Conference League
22499,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Gelijkspel / Víkingur Reykjavík,9.5,17,2,HF,4,Voetbal,UEFA Europa Conference League
22500,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Víkingur Reykjavík / Víkingur Reykjavík,7.75,27,4,HF,1,Voetbal,UEFA Europa Conference League
22501,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Gelijkspel / Panathinaikos,4.75,15,4,HF,6,Voetbal,UEFA Europa Conference League
22502,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Víkingur Reykjavík / Gelijkspel,17.0,16,1,HF,2,Voetbal,UEFA Europa Conference League
22503,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Panathinaikos / Panathinaikos,2.5,6,4,HF,9,Voetbal,UEFA Europa Conference League
22504,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Gelijkspel / Gelijkspel,5.5,9,2,HF,5,Voetbal,UEFA Europa Conference League
22505,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Víkingur Reykjavík / Panathinaikos,26.0,25,1,HF,3,Voetbal,UEFA Europa Conference League
22506,6335249,Víkingur Reykjavík vs Panathinaikos,Half-Time / Full-Time,Panathinaikos / Gelijkspel,15.0,14,1,HF,8,Voetbal,UEFA Europa Conference League
22507,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 3.0,Panathinaikos,13.0,12,1,MH,2,Voetbal,UEFA Europa Conference League
22508,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 3.0,Víkingur Reykjavík,1.1,1,10,MH,1,Voetbal,UEFA Europa Conference League
22509,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 3.0,Gelijkspel,7.5,13,2,MH,L,Voetbal,UEFA Europa Conference League
22510,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 1.0,Víkingur Reykjavík,2.0,1,1,MH,1,Voetbal,UEFA Europa Conference League
22511,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 1.0,Panathinaikos,2.9,19,10,MH,2,Voetbal,UEFA Europa Conference League
22512,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat 1.0,Gelijkspel,3.65,53,20,MH,L,Voetbal,UEFA Europa Conference League
22513,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat -2.0,Víkingur Reykjavík,23.0,22,1,MH,1,Voetbal,UEFA Europa Conference League
22514,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat -2.0,Gelijkspel,9.0,8,1,MH,L,Voetbal,UEFA Europa Conference League
22515,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat -2.0,Panathinaikos,1.03,3,100,MH,2,Voetbal,UEFA Europa Conference League
22516,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat -1.0,Panathinaikos,1.18,9,50,MH,2,Voetbal,UEFA Europa Conference League
22517,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat -1.0,Víkingur Reykjavík,10.0,9,1,MH,1,Voetbal,UEFA Europa Conference League
22518,6335249,Víkingur Reykjavík vs Panathinaikos,Handicap Resultaat -1.0,Gelijkspel,5.5,9,2,MH,L,Voetbal,UEFA Europa Conference League
22519,6335249,Víkingur Reykjavík vs Panathinaikos,Beide Teams Scoren,Nee,1.87,87,100,--,,Voetbal,UEFA Europa Conference League
22520,6335249,Víkingur Reykjavík vs Panathinaikos,Beide Teams Scoren,Ja,1.83,83,100,--,,Voetbal,UEFA Europa Conference League
22521,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,Gelijkspel,3.15,43,20,--,,Voetbal,UEFA Europa Conference League
22522,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,"1-2, 1-3 of 1-4",4.25,13,4,--,,Voetbal,UEFA Europa Conference League
22523,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,"2-1, 3-1 of 4-1",10.0,9,1,--,,Voetbal,UEFA Europa Conference League
22524,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,"1-0, 2-0 of 3-0",7.25,25,4,--,,Voetbal,UEFA Europa Conference League
22525,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,Uit team wint met elke andere uitslag,61.0,60,1,--,,Voetbal,UEFA Europa Conference League
22526,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,"2-3, 2-4, 3-4 of 1-5",14.0,13,1,--,,Voetbal,UEFA Europa Conference League
22527,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,"0-1, 0-2 of 0-3",2.9,19,10,--,,Voetbal,UEFA Europa Conference League
22528,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,Thuis team wint met elke andere uitslag,101.0,100,1,--,,Voetbal,UEFA Europa Conference League
22529,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,"4-0, 5-0 of 6-0",101.0,100,1,--,,Voetbal,UEFA Europa Conference League
22530,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,"0-4, 0-5 of 0-6",20.0,19,1,--,,Voetbal,UEFA Europa Conference League
22531,6335249,Víkingur Reykjavík vs Panathinaikos,Correct score Combinatie,"3-2, 4-2, 4-3 of 5-1",34.0,33,1,--,,Voetbal,UEFA Europa Conference League
22532,6622481,Nikoloz Basilashvili vs Radu Albot,Wedstrijd,Nikoloz Basilashvili,1.75,3,4,HH,1,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22533,6622481,Nikoloz Basilashvili vs Radu Albot,Wedstrijd,Radu Albot,2.0,1,1,HH,2,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22534,6622481,Nikoloz Basilashvili vs Radu Albot,1e Set - Wedstrijd Resultaat,Nikoloz Basilashvili / Radu Albot,8.25,29,4,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22535,6622481,Nikoloz Basilashvili vs Radu Albot,1e Set - Wedstrijd Resultaat,Radu Albot / Nikoloz Basilashvili,7.5,13,2,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22536,6622481,Nikoloz Basilashvili vs Radu Albot,1e Set - Wedstrijd Resultaat,Nikoloz Basilashvili / Nikoloz Basilashvili,2.05,21,20,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22537,6622481,Nikoloz Basilashvili vs Radu Albot,1e Set - Wedstrijd Resultaat,Radu Albot / Radu Albot,2.35,27,20,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22538,6622481,Nikoloz Basilashvili vs Radu Albot,Set - Correct Score,Nikoloz Basilashvili 2-0,2.7,17,10,CS,S,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22539,6622481,Nikoloz Basilashvili vs Radu Albot,Set - Correct Score,Nikoloz Basilashvili 2-1,4.25,13,4,CS,S,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22540,6622481,Nikoloz Basilashvili vs Radu Albot,Set - Correct Score,Radu Albot 2-1,4.5,7,2,CS,S,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22541,6622481,Nikoloz Basilashvili vs Radu Albot,Set - Correct Score,Radu Albot 2-0,3.15,43,20,CS,S,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22542,6622481,Nikoloz Basilashvili vs Radu Albot,Aantal Games - Over/Under 23.5,Over,2.1,11,10,HL,1,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22543,6622481,Nikoloz Basilashvili vs Radu Albot,Aantal Games - Over/Under 23.5,Under,1.65,13,20,HL,L,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22544,6622481,Nikoloz Basilashvili vs Radu Albot,Aantal Games - Over/Under 22.5,Under,1.8,4,5,HL,L,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22545,6622481,Nikoloz Basilashvili vs Radu Albot,Aantal Games - Over/Under 22.5,Over,1.9,9,10,HL,1,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22546,6622481,Nikoloz Basilashvili vs Radu Albot,Aantal Games - Over/Under 21.5,Under,2.1,11,10,HL,L,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22547,6622481,Nikoloz Basilashvili vs Radu Albot,Aantal Games - Over/Under 21.5,Over,1.65,13,20,HL,1,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22548,6622481,Nikoloz Basilashvili vs Radu Albot,Match Winner and Total Games Over/Under 22.5,Nikoloz Basilashvili en Under,3.1,21,10,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22549,6622481,Nikoloz Basilashvili vs Radu Albot,Match Winner and Total Games Over/Under 22.5,Nikoloz Basilashvili en Over,3.35,47,20,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22550,6622481,Nikoloz Basilashvili vs Radu Albot,Match Winner and Total Games Over/Under 22.5,Radu Albot en Over,3.7,27,10,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22551,6622481,Nikoloz Basilashvili vs Radu Albot,Match Winner and Total Games Over/Under 22.5,Radu Albot en Under,3.7,27,10,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22552,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Aantal Games - Over/Under 8.5,Under,3.9,29,10,HL,L,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22553,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Aantal Games - Over/Under 8.5,Over,1.22,11,50,HL,1,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22554,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Nikoloz Basilashvili 6-3,3.85,57,20,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22555,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Nikoloz Basilashvili 6-0,80.0,79,1,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22556,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Nikoloz Basilashvili 7-6,7.0,6,1,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22557,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Nikoloz Basilashvili 6-2,14.0,13,1,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22558,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Radu Albot 7-5,15.0,14,1,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22559,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Radu Albot 6-2,9.0,8,1,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22560,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Nikoloz Basilashvili 7-5,14.0,13,1,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22561,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Radu Albot 6-1,45.0,44,1,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22562,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Nikoloz Basilashvili 6-1,12.5,23,2,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22563,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Nikoloz Basilashvili 6-4,10.5,19,2,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22564,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Radu Albot 6-0,100.0,99,1,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22565,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Radu Albot 6-3,14.5,27,2,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22566,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Radu Albot 6-4,3.9,29,10,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22567,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Correct Score,Radu Albot 7-6,7.5,13,2,--,,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22568,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Aantal Games - Over/Under 9.5,Under,2.0,1,1,HL,L,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22569,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Aantal Games - Over/Under 9.5,Over,1.7,7,10,HL,1,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22570,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Aantal Games - Over/Under 10.5,Over,3.0,2,1,HL,1,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22571,6622481,Nikoloz Basilashvili vs Radu Albot,Set 1 Aantal Games - Over/Under 10.5,Under,1.35,7,20,HL,L,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22572,6622481,Nikoloz Basilashvili vs Radu Albot,Aantal Sets - Over/Under 2.5,Under,1.55,11,20,HL,L,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22573,6622481,Nikoloz Basilashvili vs Radu Albot,Aantal Sets - Over/Under 2.5,Over,2.3,13,10,HL,1,Tennis,"ATP Challenger Oeiras 3, Enkelspel"
22574,6639899,Alkmaar vs Nijmegen,Aantal Goals - Over/Under 2.5,Over,2.6,8,5,HL,1,Virtual Voetbal,Nederlandse competitie
22575,6639899,Alkmaar vs Nijmegen,Aantal Goals - Over/Under 2.5,Under,1.44,11,25,HL,L,Virtual Voetbal,Nederlandse competitie
22576,6639899,Alkmaar vs Nijmegen,Resultaat,Nijmegen,3.4,12,5,MR,2,Virtual Voetbal,Nederlandse competitie
22577,6639899,Alkmaar vs Nijmegen,Resultaat,Gelijkspel,3.15,43,20,MR,D,Virtual Voetbal,Nederlandse competitie
22578,6639899,Alkmaar vs Nijmegen,Resultaat,Alkmaar,2.15,23,20,MR,1,Virtual Voetbal,Nederlandse competitie
22579,6639899,Alkmaar vs Nijmegen,Beide Teams Scoren,Ja,2.2,6,5,--,,Virtual Voetbal,Nederlandse competitie
22580,6639899,Alkmaar vs Nijmegen,Beide Teams Scoren,Nee,1.59,59,100,--,,Virtual Voetbal,Nederlandse competitie
22581,6639899,Alkmaar vs Nijmegen,Dubbele Kans,Alkmaar of Gelijkspel,1.18,9,50,DC,1,Virtual Voetbal,Nederlandse competitie
22582,6639899,Alkmaar vs Nijmegen,Dubbele Kans,Alkmaar of Nijmegen,1.22,11,50,DC,3,Virtual Voetbal,Nederlandse competitie
22583,6639899,Alkmaar vs Nijmegen,Dubbele Kans,Gelijkspel of Nijmegen,1.53,53,100,DC,2,Virtual Voetbal,Nederlandse competitie
22584,6639899,Alkmaar vs Nijmegen,Resultaat en Beide Teams Scoren,Nijmegen en Nee,4.75,15,4,--,,Virtual Voetbal,Nederlandse competitie
22585,6639899,Alkmaar vs Nijmegen,Resultaat en Beide Teams Scoren,Gelijkspel en Ja,4.75,15,4,--,,Virtual Voetbal,Nederlandse competitie
22586,6639899,Alkmaar vs Nijmegen,Resultaat en Beide Teams Scoren,Nijmegen en Ja,8.5,15,2,--,,Virtual Voetbal,Nederlandse competitie
22587,6639899,Alkmaar vs Nijmegen,Resultaat en Beide Teams Scoren,Gelijkspel en Nee,7.75,27,4,--,,Virtual Voetbal,Nederlandse competitie
22588,6639899,Alkmaar vs Nijmegen,Resultaat en Beide Teams Scoren,Alkmaar en Ja,5.5,9,2,--,,Virtual Voetbal,Nederlandse competitie
22589,6639899,Alkmaar vs Nijmegen,Resultaat en Beide Teams Scoren,Alkmaar en Nee,2.9,19,10,--,,Virtual Voetbal,Nederlandse competitie
22590,6640317,Green Bay vs New England,Winnaar Totaal punten Over/Under 37.5,Green Bay en Over,5.25,17,4,--,,Virtual American Football,TOTO Dome
22591,6640317,Green Bay vs New England,Winnaar Totaal punten Over/Under 37.5,Green Bay en Under,5.0,4,1,--,,Virtual American Football,TOTO Dome
22592,6640317,Green Bay vs New England,Winnaar Totaal punten Over/Under 37.5,New England en Over,2.8,9,5,--,,Virtual American Football,TOTO Dome
22593,6640317,Green Bay vs New England,Winnaar Totaal punten Over/Under 37.5,New England en Under,2.9,19,10,--,,Virtual American Football,TOTO Dome
22594,6640317,Green Bay vs New England,Aantal Punten - Over/Under 37.5,Over,1.83,83,100,HL,1,Virtual American Football,TOTO Dome
22595,6640317,Green Bay vs New England,Aantal Punten - Over/Under 37.5,Under,1.87,87,100,HL,L,Virtual American Football,TOTO Dome
22596,6640317,Green Bay vs New England,Winnaar,Green Bay,2.7,17,10,HH,1,Virtual American Football,TOTO Dome
