,event_id,Event Name,Market Name,Outcome Name,Odds (Decimal),Price Numerator,Price Denominator,Outcome Type,Outcome SubType,sport,competition
0,6620064,Jak Jones vs Tom Ford,Handicap Winnaar 0.5,Jak Jones,1.61,61,100,WH,1,Snooker,Championship League Snooker
2,6620064,Jak Jones vs Tom Ford,Handicap Winnaar 0.5,Tom Ford,2.25,5,4,WH,2,Snooker,Championship League Snooker
4,6620064,Jak Jones vs Tom Ford,Aantal Frames - Over/Under 4.5,Under,1.44,11,25,HL,L,Snooker,Championship League Snooker
6,6620064,Jak Jones vs Tom Ford,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
8,6620064,Jak Jones vs Tom Ford,Handicap Winnaar -0.5,Jak Jones,1.61,61,100,WH,1,Snooker,Championship League Snooker
10,6620064,Jak Jones vs Tom Ford,Handicap Winnaar -0.5,Tom Ford,2.25,5,4,WH,2,Snooker,Championship League Snooker
12,6620064,Jak Jones vs Tom Ford,Handicap Winnaar -1.5,Jak Jones,2.3,13,10,WH,1,Snooker,Championship League Snooker
14,6620064,Jak Jones vs Tom Ford,Handicap Winnaar -1.5,Tom Ford,1.57,57,100,WH,2,Snooker,Championship League Snooker
16,6620064,Jak Jones vs Tom Ford,Wedstrijd,Jak Jones,1.63,63,100,HH,1,Snooker,Championship League Snooker
18,6620064,Jak Jones vs Tom Ford,Wedstrijd,Tom Ford,2.3,13,10,HH,2,Snooker,Championship League Snooker
20,6620064,Jak Jones vs Tom Ford,Aantal Frames - Over/Under 3.5,Over,1.33,33,100,HL,1,Snooker,Championship League Snooker
22,6620064,Jak Jones vs Tom Ford,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
24,6620064,Jak Jones vs Tom Ford,Correct Score,Tom Ford 3-2,5.5,9,2,CS,S,Snooker,Championship League Snooker
26,6620064,Jak Jones vs Tom Ford,Correct Score,Jak Jones 3-2,4.75,15,4,CS,S,Snooker,Championship League Snooker
28,6620064,Jak Jones vs Tom Ford,Correct Score,Jak Jones 3-1,4.0,3,1,CS,S,Snooker,Championship League Snooker
30,6620064,Jak Jones vs Tom Ford,Correct Score,Tom Ford 3-1,5.5,9,2,CS,S,Snooker,Championship League Snooker
32,6620064,Jak Jones vs Tom Ford,Correct Score,Jak Jones 3-0,5.0,4,1,CS,S,Snooker,Championship League Snooker
34,6620064,Jak Jones vs Tom Ford,Correct Score,Tom Ford 3-0,8.0,7,1,CS,S,Snooker,Championship League Snooker
36,6620061,Neil Robertson vs Stuart Bingham,Aantal Frames - Over/Under 4.5,Under,1.44,11,25,HL,L,Snooker,Championship League Snooker
38,6620061,Neil Robertson vs Stuart Bingham,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
40,6620061,Neil Robertson vs Stuart Bingham,Wedstrijd,Neil Robertson,1.65,13,20,HH,1,Snooker,Championship League Snooker
42,6620061,Neil Robertson vs Stuart Bingham,Wedstrijd,Stuart Bingham,2.25,5,4,HH,2,Snooker,Championship League Snooker
44,6620061,Neil Robertson vs Stuart Bingham,Aantal Frames - Over/Under 3.5,Over,1.31,31,100,HL,1,Snooker,Championship League Snooker
46,6620061,Neil Robertson vs Stuart Bingham,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
48,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar 0.5,Neil Robertson,1.63,63,100,WH,1,Snooker,Championship League Snooker
50,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar 0.5,Stuart Bingham,2.2,6,5,WH,2,Snooker,Championship League Snooker
52,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar -0.5,Stuart Bingham,2.2,6,5,WH,2,Snooker,Championship League Snooker
54,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar -0.5,Neil Robertson,1.63,63,100,WH,1,Snooker,Championship League Snooker
56,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar -1.5,Stuart Bingham,1.54,27,50,WH,2,Snooker,Championship League Snooker
58,6620061,Neil Robertson vs Stuart Bingham,Handicap Winnaar -1.5,Neil Robertson,2.35,27,20,WH,1,Snooker,Championship League Snooker
60,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Stuart Bingham 3-0,8.0,7,1,CS,S,Snooker,Championship League Snooker
62,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Neil Robertson 3-2,4.75,15,4,CS,S,Snooker,Championship League Snooker
64,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Neil Robertson 3-0,5.0,4,1,CS,S,Snooker,Championship League Snooker
66,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Stuart Bingham 3-2,5.5,9,2,CS,S,Snooker,Championship League Snooker
68,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Stuart Bingham 3-1,5.5,9,2,CS,S,Snooker,Championship League Snooker
70,6620061,Neil Robertson vs Stuart Bingham,Correct Score,Neil Robertson 3-1,4.0,3,1,CS,S,Snooker,Championship League Snooker
72,6587994,CR Belouizdad vs JS Kabylie,Draw No Bet,JS Kabylie,3.65,53,20,DN,2,Voetbal,Algerije Ligue 1
74,6587994,CR Belouizdad vs JS Kabylie,Draw No Bet,CR Belouizdad,1.21,21,100,DN,1,Voetbal,Algerije Ligue 1
76,6587994,CR Belouizdad vs JS Kabylie,Resultaat,Gelijkspel,3.0,2,1,MR,D,Voetbal,Algerije Ligue 1
78,6587994,CR Belouizdad vs JS Kabylie,Resultaat,CR Belouizdad,1.69,69,100,MR,1,Voetbal,Algerije Ligue 1
80,6587994,CR Belouizdad vs JS Kabylie,Resultaat,JS Kabylie,5.75,19,4,MR,2,Voetbal,Algerije Ligue 1
82,6587994,CR Belouizdad vs JS Kabylie,Dubbele Kans,CR Belouizdad of Gelijkspel,1.12,3,25,DC,1,Voetbal,Algerije Ligue 1
84,6587994,CR Belouizdad vs JS Kabylie,Dubbele Kans,CR Belouizdad of JS Kabylie,1.29,29,100,DC,3,Voetbal,Algerije Ligue 1
86,6587994,CR Belouizdad vs JS Kabylie,Dubbele Kans,Gelijkspel of JS Kabylie,1.83,83,100,DC,2,Voetbal,Algerije Ligue 1
88,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 5.5,Under,1.01,1,100,HL,L,Voetbal,Algerije Ligue 1
90,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 5.5,Over,12.0,11,1,HL,1,Voetbal,Algerije Ligue 1
92,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 0.5,Over,1.12,3,25,HL,1,Voetbal,Algerije Ligue 1
94,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 0.5,Under,5.25,17,4,HL,L,Voetbal,Algerije Ligue 1
96,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 4.5,Over,9.5,17,2,HL,1,Voetbal,Algerije Ligue 1
98,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 4.5,Under,1.02,1,50,HL,L,Voetbal,Algerije Ligue 1
100,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 2.5,Over,2.8,9,5,HL,1,Voetbal,Algerije Ligue 1
102,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 2.5,Under,1.38,19,50,HL,L,Voetbal,Algerije Ligue 1
104,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 1.5,Over,1.59,59,100,HL,1,Voetbal,Algerije Ligue 1
106,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 1.5,Under,2.2,6,5,HL,L,Voetbal,Algerije Ligue 1
108,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 3.5,Under,1.12,3,25,HL,L,Voetbal,Algerije Ligue 1
110,6587994,CR Belouizdad vs JS Kabylie,Aantal Goals - Over/Under 3.5,Over,5.5,9,2,HL,1,Voetbal,Algerije Ligue 1
112,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,CR Belouizdad / CR Belouizdad,2.6,8,5,HF,1,Voetbal,Algerije Ligue 1
114,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,CR Belouizdad / JS Kabylie,91.0,90,1,HF,3,Voetbal,Algerije Ligue 1
116,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,Gelijkspel / Gelijkspel,3.85,57,20,HF,5,Voetbal,Algerije Ligue 1
118,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,CR Belouizdad / Gelijkspel,18.0,17,1,HF,2,Voetbal,Algerije Ligue 1
120,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,JS Kabylie / CR Belouizdad,41.0,40,1,HF,7,Voetbal,Algerije Ligue 1
122,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,JS Kabylie / JS Kabylie,11.0,10,1,HF,9,Voetbal,Algerije Ligue 1
124,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,Gelijkspel / CR Belouizdad,4.25,13,4,HF,4,Voetbal,Algerije Ligue 1
126,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,JS Kabylie / Gelijkspel,21.0,20,1,HF,8,Voetbal,Algerije Ligue 1
128,6587994,CR Belouizdad vs JS Kabylie,Half-Time / Full-Time,Gelijkspel / JS Kabylie,11.0,10,1,HF,6,Voetbal,Algerije Ligue 1
130,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat 1.0,Gelijkspel,5.5,9,2,MH,L,Voetbal,Algerije Ligue 1
132,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat 1.0,JS Kabylie,16.0,15,1,MH,2,Voetbal,Algerije Ligue 1
134,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat 1.0,CR Belouizdad,1.11,11,100,MH,1,Voetbal,Algerije Ligue 1
136,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -2.0,CR Belouizdad,7.25,25,4,MH,1,Voetbal,Algerije Ligue 1
138,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -2.0,Gelijkspel,4.75,15,4,MH,L,Voetbal,Algerije Ligue 1
140,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -2.0,JS Kabylie,1.29,29,100,MH,2,Voetbal,Algerije Ligue 1
142,6587994,CR Belouizdad vs JS Kabylie,Beide Teams Scoren,Ja,2.5,6,4,--,,Voetbal,Algerije Ligue 1
144,6587994,CR Belouizdad vs JS Kabylie,Beide Teams Scoren,Nee,1.43,43,100,--,,Voetbal,Algerije Ligue 1
146,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -3.0,JS Kabylie,1.06,3,50,MH,2,Voetbal,Algerije Ligue 1
148,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -3.0,Gelijkspel,7.5,13,2,MH,L,Voetbal,Algerije Ligue 1
150,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -3.0,CR Belouizdad,16.0,15,1,MH,1,Voetbal,Algerije Ligue 1
152,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat 2.0,CR Belouizdad,1.01,1,100,MH,1,Voetbal,Algerije Ligue 1
154,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat 2.0,Gelijkspel,8.0,7,1,MH,L,Voetbal,Algerije Ligue 1
156,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat 2.0,JS Kabylie,34.0,33,1,MH,2,Voetbal,Algerije Ligue 1
158,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -1.0,JS Kabylie,1.98,49,50,MH,2,Voetbal,Algerije Ligue 1
160,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -1.0,Gelijkspel,3.15,43,20,MH,L,Voetbal,Algerije Ligue 1
162,6587994,CR Belouizdad vs JS Kabylie,Handicap Resultaat -1.0,CR Belouizdad,3.15,43,20,MH,1,Voetbal,Algerije Ligue 1
164,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,"3-2, 4-2, 4-3 of 5-1",34.0,33,1,--,,Voetbal,Algerije Ligue 1
166,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,"1-2, 1-3 of 1-4",15.0,14,1,--,,Voetbal,Algerije Ligue 1
168,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,Gelijkspel,2.45,29,20,--,,Voetbal,Algerije Ligue 1
170,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,"4-0, 5-0 of 6-0",22.0,21,1,--,,Voetbal,Algerije Ligue 1
172,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,Thuis team wint met elke andere uitslag,201.0,200,1,--,,Voetbal,Algerije Ligue 1
174,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,"2-3, 2-4, 3-4 of 1-5",101.0,100,1,--,,Voetbal,Algerije Ligue 1
176,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,"2-1, 3-1 of 4-1",5.25,17,4,--,,Voetbal,Algerije Ligue 1
178,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,"0-4, 0-5 of 0-6",201.0,200,1,--,,Voetbal,Algerije Ligue 1
180,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,"1-0, 2-0 of 3-0",2.05,21,20,--,,Voetbal,Algerije Ligue 1
182,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,Uit team wint met elke andere uitslag,201.0,200,1,--,,Voetbal,Algerije Ligue 1
184,6587994,CR Belouizdad vs JS Kabylie,Correct score Combinatie,"0-1, 0-2 of 0-3",6.25,21,4,--,,Voetbal,Algerije Ligue 1
186,6587994,CR Belouizdad vs JS Kabylie,Correct Score,Elke andere,51.0,50,1,CS,O,Voetbal,Algerije Ligue 1
188,6587994,CR Belouizdad vs JS Kabylie,Correct Score,Gelijkspel 0-0,4.75,15,4,CS,S,Voetbal,Algerije Ligue 1
190,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 3-0,11.0,10,1,CS,S,Voetbal,Algerije Ligue 1
192,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 4-2,201.0,200,1,CS,S,Voetbal,Algerije Ligue 1
194,6587994,CR Belouizdad vs JS Kabylie,Correct Score,Gelijkspel 3-3,201.0,200,1,CS,S,Voetbal,Algerije Ligue 1
196,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 3-1,19.0,18,1,CS,S,Voetbal,Algerije Ligue 1
198,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 4-0,201.0,200,1,CS,S,Voetbal,Algerije Ligue 1
200,6587994,CR Belouizdad vs JS Kabylie,Correct Score,Gelijkspel 2-2,26.0,25,1,CS,S,Voetbal,Algerije Ligue 1
202,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 2-1,21.0,20,1,CS,S,Voetbal,Algerije Ligue 1
204,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 1-0,8.5,15,2,CS,S,Voetbal,Algerije Ligue 1
206,6587994,CR Belouizdad vs JS Kabylie,Correct Score,Gelijkspel 1-1,5.75,19,4,CS,S,Voetbal,Algerije Ligue 1
208,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 3-2,61.0,60,1,CS,S,Voetbal,Algerije Ligue 1
210,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 1-0,4.0,3,1,CS,S,Voetbal,Algerije Ligue 1
212,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 4-2,151.0,150,1,CS,S,Voetbal,Algerije Ligue 1
214,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 4-0,29.0,28,1,CS,S,Voetbal,Algerije Ligue 1
216,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 4-3,201.0,200,1,CS,S,Voetbal,Algerije Ligue 1
218,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 3-0,151.0,150,1,CS,S,Voetbal,Algerije Ligue 1
220,6587994,CR Belouizdad vs JS Kabylie,Correct Score,Gelijkspel 4-4,201.0,200,1,CS,S,Voetbal,Algerije Ligue 1
222,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 2-0,5.5,9,2,CS,S,Voetbal,Algerije Ligue 1
224,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 3-1,101.0,100,1,CS,S,Voetbal,Algerije Ligue 1
226,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 4-1,51.0,50,1,CS,S,Voetbal,Algerije Ligue 1
228,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 4-3,201.0,200,1,CS,S,Voetbal,Algerije Ligue 1
230,6587994,CR Belouizdad vs JS Kabylie,Correct Score,CR Belouizdad 2-1,9.0,8,1,CS,S,Voetbal,Algerije Ligue 1
232,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 2-0,29.0,28,1,CS,S,Voetbal,Algerije Ligue 1
234,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 3-2,151.0,150,1,CS,S,Voetbal,Algerije Ligue 1
236,6587994,CR Belouizdad vs JS Kabylie,Correct Score,JS Kabylie 4-1,201.0,200,1,CS,S,Voetbal,Algerije Ligue 1
238,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Winnaar,Plunges Olimpas,2.1,11,10,HH,1,Basketbal,Litouwen LKL
239,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Winnaar,BC Jurbarkas-Karys,1.59,59,100,HH,2,Basketbal,Litouwen LKL
240,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,Gelijkspel - Gelijkspel,201.0,200,1,HF,5,Basketbal,Litouwen LKL
241,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,Plunges Olimpas - Plunges Olimpas,3.0,2,1,HF,1,Basketbal,Litouwen LKL
242,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,BC Jurbarkas-Karys - BC Jurbarkas-Karys,2.15,23,20,HF,9,Basketbal,Litouwen LKL
243,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,BC Jurbarkas-Karys - Gelijkspel,23.0,22,1,HF,8,Basketbal,Litouwen LKL
244,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,Gelijkspel - Plunges Olimpas,41.0,40,1,HF,4,Basketbal,Litouwen LKL
245,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,Gelijkspel - BC Jurbarkas-Karys,34.0,33,1,HF,6,Basketbal,Litouwen LKL
246,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,Plunges Olimpas - Gelijkspel,23.0,22,1,HF,2,Basketbal,Litouwen LKL
247,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,Plunges Olimpas - BC Jurbarkas-Karys,6.0,5,1,HF,3,Basketbal,Litouwen LKL
248,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Half-Time / Full-Time,BC Jurbarkas-Karys - Plunges Olimpas,7.25,25,4,HF,7,Basketbal,Litouwen LKL
249,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Will there Be Overtime,Nee,1.03,3,100,--,,Basketbal,Litouwen LKL
250,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Will there Be Overtime,Ja,6.75,23,4,--,,Basketbal,Litouwen LKL
251,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Winning Margin 11+,BC Jurbarkas-Karys by 1-5,4.25,13,4,--,,Basketbal,Litouwen LKL
252,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Winning Margin 11+,Plunges Olimpas by 11+,5.75,19,4,--,,Basketbal,Litouwen LKL
253,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Winning Margin 11+,BC Jurbarkas-Karys by 6-10,4.5,7,2,--,,Basketbal,Litouwen LKL
254,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Winning Margin 11+,BC Jurbarkas-Karys by 11+,3.5,5,2,--,,Basketbal,Litouwen LKL
255,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Winning Margin 11+,Plunges Olimpas by 6-10,6.0,5,1,--,,Basketbal,Litouwen LKL
256,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Winning Margin 11+,Plunges Olimpas by 1-5,4.75,15,4,--,,Basketbal,Litouwen LKL
257,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Aantal Punten - Over/Under 153.5,Over,1.73,73,100,HL,1,Basketbal,Litouwen LKL
258,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Aantal Punten - Over/Under 153.5,Under,1.91,91,100,HL,L,Basketbal,Litouwen LKL
259,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Wedstrijd - Resultaat (excl. OT),BC Jurbarkas-Karys,1.67,67,100,MR,2,Basketbal,Litouwen LKL
260,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Wedstrijd - Resultaat (excl. OT),Plunges Olimpas,2.25,5,4,MR,1,Basketbal,Litouwen LKL
261,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Wedstrijd - Resultaat (excl. OT),Gelijkspel,12.0,11,1,MR,D,Basketbal,Litouwen LKL
262,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Aantal Punten - Over/Under 155.5,Under,1.73,73,100,HL,L,Basketbal,Litouwen LKL
263,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Aantal Punten - Over/Under 155.5,Over,1.91,91,100,HL,1,Basketbal,Litouwen LKL
264,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Handicap - Winnaar 3.5,Plunges Olimpas,1.73,73,100,WH,1,Basketbal,Litouwen LKL
265,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Handicap - Winnaar 3.5,BC Jurbarkas-Karys,1.91,91,100,WH,2,Basketbal,Litouwen LKL
266,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Aantal Punten - Over/Under 154.5,Under,1.83,83,100,HL,L,Basketbal,Litouwen LKL
267,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Aantal Punten - Over/Under 154.5,Over,1.83,83,100,HL,1,Basketbal,Litouwen LKL
268,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Wedstrijd Winnaar en Aantal Punten Over/Under 154.5,BC Jurbarkas-Karys en Over 154.5,3.15,43,20,--,,Basketbal,Litouwen LKL
269,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Wedstrijd Winnaar en Aantal Punten Over/Under 154.5,Plunges Olimpas en Over 154.5,4.25,13,4,--,,Basketbal,Litouwen LKL
270,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Wedstrijd Winnaar en Aantal Punten Over/Under 154.5,Plunges Olimpas en Under 154.5,4.25,13,4,--,,Basketbal,Litouwen LKL
271,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Wedstrijd Winnaar en Aantal Punten Over/Under 154.5,BC Jurbarkas-Karys en Under 154.5,3.15,43,20,--,,Basketbal,Litouwen LKL
272,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Handicap - Winnaar 2.5,BC Jurbarkas-Karys,1.78,39,50,WH,2,Basketbal,Litouwen LKL
273,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Handicap - Winnaar 2.5,Plunges Olimpas,1.87,87,100,WH,1,Basketbal,Litouwen LKL
274,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Handicap - Winnaar 1.5,Plunges Olimpas,2.0,1,1,WH,1,Basketbal,Litouwen LKL
275,6635598,Plunges Olimpas vs BC Jurbarkas-Karys,Handicap - Winnaar 1.5,BC Jurbarkas-Karys,1.67,67,100,WH,2,Basketbal,Litouwen LKL
276,6627125,Rapla KK vs Kk Viimsi,Winnaar,Kk Viimsi,5.25,17,4,HH,2,Basketbal,Estland-Letland Basketball League
277,6627125,Rapla KK vs Kk Viimsi,Winnaar,Rapla KK,1.1,1,10,HH,1,Basketbal,Estland-Letland Basketball League
278,6627125,Rapla KK vs Kk Viimsi,Handicap - Winnaar -12.5,Kk Viimsi,1.73,73,100,WH,2,Basketbal,Estland-Letland Basketball League
279,6627125,Rapla KK vs Kk Viimsi,Handicap - Winnaar -12.5,Rapla KK,1.91,91,100,WH,1,Basketbal,Estland-Letland Basketball League
280,6627125,Rapla KK vs Kk Viimsi,Handicap - Winnaar -11.5,Rapla KK,1.8,4,5,WH,1,Basketbal,Estland-Letland Basketball League
281,6627125,Rapla KK vs Kk Viimsi,Handicap - Winnaar -11.5,Kk Viimsi,1.83,83,100,WH,2,Basketbal,Estland-Letland Basketball League
282,6627125,Rapla KK vs Kk Viimsi,Aantal Punten - Over/Under 159.5,Over,1.91,91,100,HL,1,Basketbal,Estland-Letland Basketball League
283,6627125,Rapla KK vs Kk Viimsi,Aantal Punten - Over/Under 159.5,Under,1.71,71,100,HL,L,Basketbal,Estland-Letland Basketball League
284,6627125,Rapla KK vs Kk Viimsi,Handicap - Winnaar -10.5,Rapla KK,1.67,67,100,WH,1,Basketbal,Estland-Letland Basketball League
285,6627125,Rapla KK vs Kk Viimsi,Handicap - Winnaar -10.5,Kk Viimsi,1.98,49,50,WH,2,Basketbal,Estland-Letland Basketball League
286,6627125,Rapla KK vs Kk Viimsi,Aantal Punten - Over/Under 158.5,Over,1.83,83,100,HL,1,Basketbal,Estland-Letland Basketball League
287,6627125,Rapla KK vs Kk Viimsi,Aantal Punten - Over/Under 158.5,Under,1.8,4,5,HL,L,Basketbal,Estland-Letland Basketball League
288,6627125,Rapla KK vs Kk Viimsi,Wedstrijd - Resultaat (excl. OT),Kk Viimsi,5.75,19,4,MR,2,Basketbal,Estland-Letland Basketball League
289,6627125,Rapla KK vs Kk Viimsi,Wedstrijd - Resultaat (excl. OT),Gelijkspel,19.0,18,1,MR,D,Basketbal,Estland-Letland Basketball League
290,6627125,Rapla KK vs Kk Viimsi,Wedstrijd - Resultaat (excl. OT),Rapla KK,1.12,3,25,MR,1,Basketbal,Estland-Letland Basketball League
291,6627125,Rapla KK vs Kk Viimsi,Rapla KK Aantal Punten - Over/Under 86.5,Under,1.63,63,100,HL,L,Basketbal,Estland-Letland Basketball League
292,6627125,Rapla KK vs Kk Viimsi,Rapla KK Aantal Punten - Over/Under 86.5,Over,1.98,49,50,HL,1,Basketbal,Estland-Letland Basketball League
293,6627125,Rapla KK vs Kk Viimsi,Will there Be Overtime,Ja,7.75,27,4,--,,Basketbal,Estland-Letland Basketball League
294,6627125,Rapla KK vs Kk Viimsi,Will there Be Overtime,Nee,1.01,1,100,--,,Basketbal,Estland-Letland Basketball League
295,6627125,Rapla KK vs Kk Viimsi,Kk Viimsi Aantal Punten - Over/Under 74.5,Over,2.0,1,1,HL,1,Basketbal,Estland-Letland Basketball League
296,6627125,Rapla KK vs Kk Viimsi,Kk Viimsi Aantal Punten - Over/Under 74.5,Under,1.59,59,100,HL,L,Basketbal,Estland-Letland Basketball League
297,6627125,Rapla KK vs Kk Viimsi,Winning Margin 11+,Kk Viimsi by 1-5,9.5,17,2,--,,Basketbal,Estland-Letland Basketball League
298,6627125,Rapla KK vs Kk Viimsi,Winning Margin 11+,Rapla KK by 1-5,5.25,17,4,--,,Basketbal,Estland-Letland Basketball League
299,6627125,Rapla KK vs Kk Viimsi,Winning Margin 11+,Kk Viimsi by 6-10,17.0,16,1,--,,Basketbal,Estland-Letland Basketball League
