,event_id,Event Name,Market Name,Outcome Name,Odds (Decimal),Price Numerator,Price Denominator,Outcome Type,Outcome SubType,sport,competition
7099,6295078,Rayong FC vs BG Pathum United FC,Draw No Bet,BG Pathum United FC,1.29,29,100,DN,2,Voetbal,Thailand League 1
7100,6295078,Rayong FC vs BG Pathum United FC,Draw No Bet,Rayong FC,2.9,19,10,DN,1,Voetbal,Thailand League 1
7101,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 2.5,Over,1.61,61,100,HL,1,Voetbal,Thailand League 1
7102,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 2.5,Under,2.1,11,10,HL,L,Voetbal,Thailand League 1
7103,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 3.5,Over,2.5,6,4,HL,1,Voetbal,Thailand League 1
7104,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 3.5,Under,1.44,11,25,HL,L,Voetbal,Thailand League 1
7105,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 2.0,Gelijkspel,4.75,15,4,MH,L,Voetbal,Thailand League 1
7106,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 2.0,Rayong FC,1.36,9,25,MH,1,Voetbal,Thailand League 1
7107,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 2.0,BG Pathum United FC,5.25,17,4,MH,2,Voetbal,Thailand League 1
7108,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 3.0,Rayong FC,1.11,11,100,MH,1,Voetbal,Thailand League 1
7109,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 3.0,Gelijkspel,7.0,6,1,MH,L,Voetbal,Thailand League 1
7110,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 3.0,BG Pathum United FC,10.0,9,1,MH,2,Voetbal,Thailand League 1
7111,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,"4-0, 5-0 of 6-0",201.0,200,1,--,,Voetbal,Thailand League 1
7112,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,Thuis team wint met elke andere uitslag,201.0,200,1,--,,Voetbal,Thailand League 1
7113,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,Uit team wint met elke andere uitslag,46.0,45,1,--,,Voetbal,Thailand League 1
7114,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,"3-2, 4-2, 4-3 of 5-1",26.0,25,1,--,,Voetbal,Thailand League 1
7115,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,"1-0, 2-0 of 3-0",8.5,15,2,--,,Voetbal,Thailand League 1
7116,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,"2-1, 3-1 of 4-1",9.5,17,2,--,,Voetbal,Thailand League 1
7117,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,Gelijkspel,3.65,53,20,--,,Voetbal,Thailand League 1
7118,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,"0-4, 0-5 of 0-6",20.0,19,1,--,,Voetbal,Thailand League 1
7119,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,"0-1, 0-2 of 0-3",3.5,5,2,--,,Voetbal,Thailand League 1
7120,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,"2-3, 2-4, 3-4 of 1-5",12.0,11,1,--,,Voetbal,Thailand League 1
7121,6295078,Rayong FC vs BG Pathum United FC,Correct score Combinatie,"1-2, 1-3 of 1-4",4.5,7,2,--,,Voetbal,Thailand League 1
7122,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,Gelijkspel / Gelijkspel,5.75,19,4,HF,5,Voetbal,Thailand League 1
7123,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,Gelijkspel / Rayong FC,9.0,8,1,HF,4,Voetbal,Thailand League 1
7124,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,BG Pathum United FC / BG Pathum United FC,2.4,7,5,HF,9,Voetbal,Thailand League 1
7125,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,Gelijkspel / BG Pathum United FC,4.25,13,4,HF,6,Voetbal,Thailand League 1
7126,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,Rayong FC / Gelijkspel,15.0,14,1,HF,2,Voetbal,Thailand League 1
7127,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,Rayong FC / Rayong FC,6.5,11,2,HF,1,Voetbal,Thailand League 1
7128,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,BG Pathum United FC / Rayong FC,41.0,40,1,HF,7,Voetbal,Thailand League 1
7129,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,Rayong FC / BG Pathum United FC,22.0,21,1,HF,3,Voetbal,Thailand League 1
7130,6295078,Rayong FC vs BG Pathum United FC,Half-Time / Full-Time,BG Pathum United FC / Gelijkspel,15.0,14,1,HF,8,Voetbal,Thailand League 1
7131,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 0.5,Over,1.02,1,50,HL,1,Voetbal,Thailand League 1
7132,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 0.5,Under,8.0,7,1,HL,L,Voetbal,Thailand League 1
7133,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat -2.0,Gelijkspel,8.0,7,1,MH,L,Voetbal,Thailand League 1
7134,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat -2.0,Rayong FC,19.0,18,1,MH,1,Voetbal,Thailand League 1
7135,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat -2.0,BG Pathum United FC,1.04,1,25,MH,2,Voetbal,Thailand League 1
7136,6295078,Rayong FC vs BG Pathum United FC,Beide Teams Scoren,Ja,1.61,61,100,--,,Voetbal,Thailand League 1
7137,6295078,Rayong FC vs BG Pathum United FC,Beide Teams Scoren,Nee,2.1,11,10,--,,Voetbal,Thailand League 1
7138,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 4.5,Over,4.25,13,4,HL,1,Voetbal,Thailand League 1
7139,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 4.5,Under,1.16,4,25,HL,L,Voetbal,Thailand League 1
7140,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 1.5,Under,4.0,3,1,HL,L,Voetbal,Thailand League 1
7141,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 1.5,Over,1.18,9,50,HL,1,Voetbal,Thailand League 1
7142,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 1.0,BG Pathum United FC,2.7,17,10,MH,2,Voetbal,Thailand League 1
7143,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 1.0,Gelijkspel,3.65,53,20,MH,L,Voetbal,Thailand League 1
7144,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat 1.0,Rayong FC,2.0,1,1,MH,1,Voetbal,Thailand League 1
7145,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat -1.0,Gelijkspel,5.5,9,2,MH,L,Voetbal,Thailand League 1
7146,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat -1.0,Rayong FC,8.5,15,2,MH,1,Voetbal,Thailand League 1
7147,6295078,Rayong FC vs BG Pathum United FC,Handicap Resultaat -1.0,BG Pathum United FC,1.18,9,50,MH,2,Voetbal,Thailand League 1
7148,6295078,Rayong FC vs BG Pathum United FC,Welke teams scoren,BG Pathum United FC Alleen,3.15,43,20,--,,Voetbal,Thailand League 1
7149,6295078,Rayong FC vs BG Pathum United FC,Welke teams scoren,Geen van Beide,16.0,15,1,--,,Voetbal,Thailand League 1
7150,6295078,Rayong FC vs BG Pathum United FC,Welke teams scoren,Beide,1.61,61,100,--,,Voetbal,Thailand League 1
7151,6295078,Rayong FC vs BG Pathum United FC,Welke teams scoren,Rayong FC Alleen,8.5,15,2,--,,Voetbal,Thailand League 1
7152,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 5.5,Over,6.75,23,4,HL,1,Voetbal,Thailand League 1
7153,6295078,Rayong FC vs BG Pathum United FC,Aantal Goals - Over/Under 5.5,Under,1.05,1,20,HL,L,Voetbal,Thailand League 1
7154,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 2-1,5.5,9,2,CS,S,Voetbal,Thailand League 1
7155,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Gelijkspel 0-0,10.0,9,1,CS,S,Voetbal,Thailand League 1
7156,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 4-3,81.0,80,1,CS,S,Voetbal,Thailand League 1
7157,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 1-0,5.75,19,4,CS,S,Voetbal,Thailand League 1
7158,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 4-1,17.0,16,1,CS,S,Voetbal,Thailand League 1
7159,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 3-1,23.0,22,1,CS,S,Voetbal,Thailand League 1
7160,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 4-3,151.0,150,1,CS,S,Voetbal,Thailand League 1
7161,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 3-2,15.0,14,1,CS,S,Voetbal,Thailand League 1
7162,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 4-0,19.0,18,1,CS,S,Voetbal,Thailand League 1
7163,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Gelijkspel 4-4,201.0,200,1,CS,S,Voetbal,Thailand League 1
7164,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Gelijkspel 2-2,9.0,8,1,CS,S,Voetbal,Thailand League 1
7165,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 2-0,17.0,16,1,CS,S,Voetbal,Thailand League 1
7166,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 3-1,8.5,15,2,CS,S,Voetbal,Thailand League 1
7167,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 4-2,91.0,90,1,CS,S,Voetbal,Thailand League 1
7168,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 4-0,151.0,150,1,CS,S,Voetbal,Thailand League 1
7169,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 4-2,29.0,28,1,CS,S,Voetbal,Thailand League 1
7170,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 3-2,26.0,25,1,CS,S,Voetbal,Thailand League 1
7171,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 1-0,9.5,17,2,CS,S,Voetbal,Thailand League 1
7172,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 3-0,9.0,8,1,CS,S,Voetbal,Thailand League 1
7173,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Gelijkspel 3-3,41.0,40,1,CS,S,Voetbal,Thailand League 1
7174,6295078,Rayong FC vs BG Pathum United FC,Correct Score,BG Pathum United FC 2-0,6.0,5,1,CS,S,Voetbal,Thailand League 1
7175,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 2-1,9.0,8,1,CS,S,Voetbal,Thailand League 1
7176,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 3-0,46.0,45,1,CS,S,Voetbal,Thailand League 1
7177,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Gelijkspel 1-1,5.0,4,1,CS,S,Voetbal,Thailand League 1
7178,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Rayong FC 4-1,91.0,90,1,CS,S,Voetbal,Thailand League 1
7179,6295078,Rayong FC vs BG Pathum United FC,Correct Score,Elke andere,10.0,9,1,CS,O,Voetbal,Thailand League 1
7180,6333263,Bangkok United vs Buriram United FC,Resultaat,Gelijkspel,3.25,9,4,MR,D,Voetbal,Thailand League 1
7181,6333263,Bangkok United vs Buriram United FC,Resultaat,Buriram United FC,1.91,91,100,MR,2,Voetbal,Thailand League 1
7182,6333263,Bangkok United vs Buriram United FC,Resultaat,Bangkok United,3.4,12,5,MR,1,Voetbal,Thailand League 1
7183,6333263,Bangkok United vs Buriram United FC,Draw No Bet,Bangkok United,2.4,7,5,DN,1,Voetbal,Thailand League 1
7184,6333263,Bangkok United vs Buriram United FC,Draw No Bet,Buriram United FC,1.43,43,100,DN,2,Voetbal,Thailand League 1
7185,6333263,Bangkok United vs Buriram United FC,Welke teams scoren,Beide,1.61,61,100,--,,Voetbal,Thailand League 1
7186,6333263,Bangkok United vs Buriram United FC,Welke teams scoren,Geen van Beide,13.0,12,1,--,,Voetbal,Thailand League 1
7187,6333263,Bangkok United vs Buriram United FC,Welke teams scoren,Buriram United FC Alleen,3.65,53,20,--,,Voetbal,Thailand League 1
7188,6333263,Bangkok United vs Buriram United FC,Welke teams scoren,Bangkok United Alleen,6.75,23,4,--,,Voetbal,Thailand League 1
7189,6333263,Bangkok United vs Buriram United FC,Dubbele Kans,Gelijkspel of Buriram United FC,1.23,23,100,DC,2,Voetbal,Thailand League 1
7190,6333263,Bangkok United vs Buriram United FC,Dubbele Kans,Bangkok United of Buriram United FC,1.23,23,100,DC,3,Voetbal,Thailand League 1
7191,6333263,Bangkok United vs Buriram United FC,Dubbele Kans,Bangkok United of Gelijkspel,1.61,61,100,DC,1,Voetbal,Thailand League 1
7192,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Buriram United FC / Bangkok United,34.0,33,1,HF,7,Voetbal,Thailand League 1
7193,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Gelijkspel / Gelijkspel,5.25,17,4,HF,5,Voetbal,Thailand League 1
7194,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Bangkok United / Buriram United FC,23.0,22,1,HF,3,Voetbal,Thailand League 1
7195,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Buriram United FC / Gelijkspel,13.0,12,1,HF,8,Voetbal,Thailand League 1
7196,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Gelijkspel / Bangkok United,7.75,27,4,HF,4,Voetbal,Thailand League 1
7197,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Bangkok United / Bangkok United,5.5,9,2,HF,1,Voetbal,Thailand League 1
7198,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Bangkok United / Gelijkspel,14.0,13,1,HF,2,Voetbal,Thailand League 1
7199,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Buriram United FC / Buriram United FC,2.8,9,5,HF,9,Voetbal,Thailand League 1
7200,6333263,Bangkok United vs Buriram United FC,Half-Time / Full-Time,Gelijkspel / Buriram United FC,4.75,15,4,HF,6,Voetbal,Thailand League 1
7201,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 2.5,Over,1.69,69,100,HL,1,Voetbal,Thailand League 1
7202,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 2.5,Under,1.95,19,20,HL,L,Voetbal,Thailand League 1
7203,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 4.5,Under,1.12,3,25,HL,L,Voetbal,Thailand League 1
7204,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 4.5,Over,4.5,7,2,HL,1,Voetbal,Thailand League 1
7205,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 3.5,Over,2.6,8,5,HL,1,Voetbal,Thailand League 1
7206,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 3.5,Under,1.38,19,50,HL,L,Voetbal,Thailand League 1
7207,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 1.5,Under,3.65,53,20,HL,L,Voetbal,Thailand League 1
7208,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 1.5,Over,1.21,21,100,HL,1,Voetbal,Thailand League 1
7209,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 2.0,Gelijkspel,5.25,17,4,MH,L,Voetbal,Thailand League 1
7210,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 2.0,Bangkok United,1.25,1,4,MH,1,Voetbal,Thailand League 1
7211,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 2.0,Buriram United FC,6.75,23,4,MH,2,Voetbal,Thailand League 1
7212,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 1.0,Gelijkspel,3.75,11,4,MH,L,Voetbal,Thailand League 1
7213,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 1.0,Bangkok United,1.73,73,100,MH,1,Voetbal,Thailand League 1
7214,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 1.0,Buriram United FC,3.4,12,5,MH,2,Voetbal,Thailand League 1
7215,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat -1.0,Bangkok United,7.25,25,4,MH,1,Voetbal,Thailand League 1
7216,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat -1.0,Gelijkspel,5.0,4,1,MH,L,Voetbal,Thailand League 1
7217,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat -1.0,Buriram United FC,1.25,1,4,MH,2,Voetbal,Thailand League 1
7218,6333263,Bangkok United vs Buriram United FC,Beide Teams Scoren,Ja,1.61,61,100,--,,Voetbal,Thailand League 1
7219,6333263,Bangkok United vs Buriram United FC,Beide Teams Scoren,Nee,2.1,11,10,--,,Voetbal,Thailand League 1
7220,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,"4-0, 5-0 of 6-0",151.0,150,1,--,,Voetbal,Thailand League 1
7221,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,"2-1, 3-1 of 4-1",8.0,7,1,--,,Voetbal,Thailand League 1
7222,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,"2-3, 2-4, 3-4 of 1-5",14.0,13,1,--,,Voetbal,Thailand League 1
7223,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,Thuis team wint met elke andere uitslag,201.0,200,1,--,,Voetbal,Thailand League 1
7224,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,"0-1, 0-2 of 0-3",4.0,3,1,--,,Voetbal,Thailand League 1
7225,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,"1-0, 2-0 of 3-0",7.0,6,1,--,,Voetbal,Thailand League 1
7226,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,Gelijkspel,3.25,9,4,--,,Voetbal,Thailand League 1
7227,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,"3-2, 4-2, 4-3 of 5-1",23.0,22,1,--,,Voetbal,Thailand League 1
7228,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,"0-4, 0-5 of 0-6",29.0,28,1,--,,Voetbal,Thailand League 1
7229,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,Uit team wint met elke andere uitslag,71.0,70,1,--,,Voetbal,Thailand League 1
7230,6333263,Bangkok United vs Buriram United FC,Correct score Combinatie,"1-2, 1-3 of 1-4",5.0,4,1,--,,Voetbal,Thailand League 1
7231,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 5.5,Under,1.04,1,25,HL,L,Voetbal,Thailand League 1
7232,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 5.5,Over,7.25,25,4,HL,1,Voetbal,Thailand League 1
7233,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 0.5,Over,1.03,3,100,HL,1,Voetbal,Thailand League 1
7234,6333263,Bangkok United vs Buriram United FC,Aantal Goals - Over/Under 0.5,Under,7.75,27,4,HL,L,Voetbal,Thailand League 1
7235,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat -2.0,Gelijkspel,7.5,13,2,MH,L,Voetbal,Thailand League 1
7236,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat -2.0,Bangkok United,16.0,15,1,MH,1,Voetbal,Thailand League 1
7237,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat -2.0,Buriram United FC,1.06,3,50,MH,2,Voetbal,Thailand League 1
7238,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 4-1,71.0,70,1,CS,S,Voetbal,Thailand League 1
7239,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 3-0,12.0,11,1,CS,S,Voetbal,Thailand League 1
7240,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 4-2,81.0,80,1,CS,S,Voetbal,Thailand League 1
7241,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 2-0,6.75,23,4,CS,S,Voetbal,Thailand League 1
7242,6333263,Bangkok United vs Buriram United FC,Correct Score,Gelijkspel 3-3,34.0,33,1,CS,S,Voetbal,Thailand League 1
7243,6333263,Bangkok United vs Buriram United FC,Correct Score,Elke andere,14.0,13,1,CS,O,Voetbal,Thailand League 1
7244,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 4-3,101.0,100,1,CS,S,Voetbal,Thailand League 1
7245,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 3-2,16.0,15,1,CS,S,Voetbal,Thailand League 1
7246,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 4-2,41.0,40,1,CS,S,Voetbal,Thailand League 1
7247,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 4-3,151.0,150,1,CS,S,Voetbal,Thailand League 1
7248,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 4-0,26.0,25,1,CS,S,Voetbal,Thailand League 1
7249,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 2-1,8.0,7,1,CS,S,Voetbal,Thailand League 1
7250,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 2-1,5.75,19,4,CS,S,Voetbal,Thailand League 1
7251,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 2-0,13.0,12,1,CS,S,Voetbal,Thailand League 1
7252,6333263,Bangkok United vs Buriram United FC,Correct Score,Gelijkspel 2-2,8.5,15,2,CS,S,Voetbal,Thailand League 1
7253,6333263,Bangkok United vs Buriram United FC,Correct Score,Gelijkspel 1-1,4.5,7,2,CS,S,Voetbal,Thailand League 1
7254,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 1-0,5.75,19,4,CS,S,Voetbal,Thailand League 1
7255,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 4-0,101.0,100,1,CS,S,Voetbal,Thailand League 1
7256,6333263,Bangkok United vs Buriram United FC,Correct Score,Gelijkspel 4-4,201.0,200,1,CS,S,Voetbal,Thailand League 1
7257,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 3-1,20.0,19,1,CS,S,Voetbal,Thailand League 1
7258,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 3-1,10.0,9,1,CS,S,Voetbal,Thailand League 1
7259,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 1-0,8.0,7,1,CS,S,Voetbal,Thailand League 1
7260,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 3-0,34.0,33,1,CS,S,Voetbal,Thailand League 1
7261,6333263,Bangkok United vs Buriram United FC,Correct Score,Bangkok United 3-2,23.0,22,1,CS,S,Voetbal,Thailand League 1
7262,6333263,Bangkok United vs Buriram United FC,Correct Score,Buriram United FC 4-1,23.0,22,1,CS,S,Voetbal,Thailand League 1
7263,6333263,Bangkok United vs Buriram United FC,Correct Score,Gelijkspel 0-0,8.5,15,2,CS,S,Voetbal,Thailand League 1
7264,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 3.0,Bangkok United,1.06,3,50,MH,1,Voetbal,Thailand League 1
7265,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 3.0,Gelijkspel,7.75,27,4,MH,L,Voetbal,Thailand League 1
7266,6333263,Bangkok United vs Buriram United FC,Handicap Resultaat 3.0,Buriram United FC,14.0,13,1,MH,2,Voetbal,Thailand League 1
7267,6373156,Ronnie O´Sullivan vs John Higgins,Wedstrijd,Ronnie O´Sullivan,1.44,11,25,HH,1,Snooker,The Masters
7269,6373156,Ronnie O´Sullivan vs John Higgins,Wedstrijd,John Higgins,2.8,9,5,HH,2,Snooker,The Masters
7271,6373156,Ronnie O´Sullivan vs John Higgins,Frame 1 Winnaar,John Higgins,2.1,11,10,--,,Snooker,The Masters
7273,6373156,Ronnie O´Sullivan vs John Higgins,Frame 1 Winnaar,Ronnie O´Sullivan,1.65,13,20,--,,Snooker,The Masters
7275,6373156,Ronnie O´Sullivan vs John Higgins,Handicap Winnaar 0.5,John Higgins,2.75,7,4,WH,2,Snooker,The Masters
7277,6373156,Ronnie O´Sullivan vs John Higgins,Handicap Winnaar 0.5,Ronnie O´Sullivan,1.43,43,100,WH,1,Snooker,The Masters
7279,6373156,Ronnie O´Sullivan vs John Higgins,Aantal Frames - Over/Under 10.5,Under,1.23,23,100,HL,L,Snooker,The Masters
7281,6373156,Ronnie O´Sullivan vs John Higgins,Aantal Frames - Over/Under 10.5,Over,3.85,57,20,HL,1,Snooker,The Masters
7283,6373156,Ronnie O´Sullivan vs John Higgins,Aantal Frames - Over/Under 8.5,Over,1.43,43,100,HL,1,Snooker,The Masters
7285,6373156,Ronnie O´Sullivan vs John Higgins,Aantal Frames - Over/Under 8.5,Under,2.75,7,4,HL,L,Snooker,The Masters
7287,6373156,Ronnie O´Sullivan vs John Higgins,Handicap Winnaar -2.5,John Higgins,1.57,57,100,WH,2,Snooker,The Masters
7289,6373156,Ronnie O´Sullivan vs John Higgins,Handicap Winnaar -2.5,Ronnie O´Sullivan,2.3,13,10,WH,1,Snooker,The Masters
7291,6373156,Ronnie O´Sullivan vs John Higgins,Handicap Winnaar -1.5,John Higgins,2.05,21,20,WH,2,Snooker,The Masters
7293,6373156,Ronnie O´Sullivan vs John Higgins,Handicap Winnaar -1.5,Ronnie O´Sullivan,1.73,73,100,WH,1,Snooker,The Masters
7295,6373156,Ronnie O´Sullivan vs John Higgins,Aantal Frames - Over/Under 9.5,Over,2.05,21,20,HL,1,Snooker,The Masters
7297,6373156,Ronnie O´Sullivan vs John Higgins,Aantal Frames - Over/Under 9.5,Under,1.71,71,100,HL,L,Snooker,The Masters
7299,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,John Higgins 6-4,9.0,8,1,CS,S,Snooker,The Masters
7301,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,Ronnie O´Sullivan 6-1,9.0,8,1,CS,S,Snooker,The Masters
7303,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,John Higgins 6-1,34.0,33,1,CS,S,Snooker,The Masters
7305,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,Ronnie O´Sullivan 6-4,5.5,9,2,CS,S,Snooker,The Masters
7307,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,John Higgins 6-0,101.0,100,1,CS,S,Snooker,The Masters
7309,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,Ronnie O´Sullivan 6-2,6.25,21,4,CS,S,Snooker,The Masters
7311,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,John Higgins 6-5,8.0,7,1,CS,S,Snooker,The Masters
7313,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,Ronnie O´Sullivan 6-5,6.5,11,2,CS,S,Snooker,The Masters
7315,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,Ronnie O´Sullivan 6-3,5.5,9,2,CS,S,Snooker,The Masters
7317,6373156,Ronnie O´Sullivan vs John Higgins,Correct Score,John Higgins 6-3,11.0,10,1,CS,S,Snooker,The Masters
