,event_id,Event Name,Market Name,Outcome Name,Odds (Decimal),Price Numerator,Price Denominator,Outcome Type,Outcome SubType,sport,competition
0,6492275,Allister Carter vs Chris Wakelin,Handicap Winnaar -1.5,Allister Carter,2.5,6,4,WH,1,Snooker,Championship League Snooker
2,6492275,Allister Carter vs Chris Wakelin,Handicap Winnaar -1.5,Chris Wakelin,1.47,47,100,WH,2,Snooker,Championship League Snooker
4,6492275,Allister Carter vs Chris Wakelin,Wedstrijd,Chris Wakelin,2.05,21,20,HH,2,Snooker,Championship League Snooker
6,6492275,Allister Carter vs Chris Wakelin,Wedstrijd,Allister Carter,1.78,39,50,HH,1,Snooker,Championship League Snooker
8,6492275,Allister Carter vs Chris Wakelin,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
10,6492275,Allister Carter vs Chris Wakelin,Aantal Frames - Over/Under 3.5,Over,1.31,31,100,HL,1,Snooker,Championship League Snooker
12,6492275,Allister Carter vs Chris Wakelin,Handicap Winnaar -0.5,Chris Wakelin,2.0,1,1,WH,2,Snooker,Championship League Snooker
14,6492275,Allister Carter vs Chris Wakelin,Handicap Winnaar -0.5,Allister Carter,1.73,73,100,WH,1,Snooker,Championship League Snooker
16,6492275,Allister Carter vs Chris Wakelin,Aantal Frames - Over/Under 4.5,Under,1.47,47,100,HL,L,Snooker,Championship League Snooker
18,6492275,Allister Carter vs Chris Wakelin,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
20,6492275,Allister Carter vs Chris Wakelin,Correct Score,Allister Carter 3-2,4.5,7,2,CS,S,Snooker,Championship League Snooker
22,6492275,Allister Carter vs Chris Wakelin,Correct Score,Allister Carter 3-1,4.0,3,1,CS,S,Snooker,Championship League Snooker
24,6492275,Allister Carter vs Chris Wakelin,Correct Score,Chris Wakelin 3-1,4.5,7,2,CS,S,Snooker,Championship League Snooker
26,6492275,Allister Carter vs Chris Wakelin,Correct Score,Allister Carter 3-0,5.25,17,4,CS,S,Snooker,Championship League Snooker
28,6492275,Allister Carter vs Chris Wakelin,Correct Score,Chris Wakelin 3-2,4.75,15,4,CS,S,Snooker,Championship League Snooker
30,6492275,Allister Carter vs Chris Wakelin,Correct Score,Chris Wakelin 3-0,6.5,11,2,CS,S,Snooker,Championship League Snooker
32,6492275,Allister Carter vs Chris Wakelin,Handicap Winnaar 0.5,Allister Carter,1.73,73,100,WH,1,Snooker,Championship League Snooker
34,6492275,Allister Carter vs Chris Wakelin,Handicap Winnaar 0.5,Chris Wakelin,2.0,1,1,WH,2,Snooker,Championship League Snooker
36,6492260,SI Jiahui vs Ryan Day,Handicap Winnaar -0.5,SI Jiahui,1.61,61,100,WH,1,Snooker,Championship League Snooker
38,6492260,SI Jiahui vs Ryan Day,Handicap Winnaar -0.5,Ryan Day,2.25,5,4,WH,2,Snooker,Championship League Snooker
40,6492260,SI Jiahui vs Ryan Day,Wedstrijd,Ryan Day,2.3,13,10,HH,2,Snooker,Championship League Snooker
42,6492260,SI Jiahui vs Ryan Day,Wedstrijd,SI Jiahui,1.63,63,100,HH,1,Snooker,Championship League Snooker
44,6492260,SI Jiahui vs Ryan Day,Aantal Frames - Over/Under 4.5,Under,1.44,11,25,HL,L,Snooker,Championship League Snooker
46,6492260,SI Jiahui vs Ryan Day,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
48,6492260,SI Jiahui vs Ryan Day,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
50,6492260,SI Jiahui vs Ryan Day,Aantal Frames - Over/Under 3.5,Over,1.33,33,100,HL,1,Snooker,Championship League Snooker
52,6492260,SI Jiahui vs Ryan Day,Handicap Winnaar 0.5,Ryan Day,2.25,5,4,WH,2,Snooker,Championship League Snooker
54,6492260,SI Jiahui vs Ryan Day,Handicap Winnaar 0.5,SI Jiahui,1.61,61,100,WH,1,Snooker,Championship League Snooker
56,6492260,SI Jiahui vs Ryan Day,Handicap Winnaar -1.5,SI Jiahui,2.3,13,10,WH,1,Snooker,Championship League Snooker
58,6492260,SI Jiahui vs Ryan Day,Handicap Winnaar -1.5,Ryan Day,1.57,57,100,WH,2,Snooker,Championship League Snooker
60,6492260,SI Jiahui vs Ryan Day,Correct Score,Ryan Day 3-1,5.25,17,4,CS,S,Snooker,Championship League Snooker
62,6492260,SI Jiahui vs Ryan Day,Correct Score,SI Jiahui 3-2,4.25,13,4,CS,S,Snooker,Championship League Snooker
64,6492260,SI Jiahui vs Ryan Day,Correct Score,SI Jiahui 3-1,3.65,53,20,CS,S,Snooker,Championship League Snooker
66,6492260,SI Jiahui vs Ryan Day,Correct Score,Ryan Day 3-0,7.5,13,2,CS,S,Snooker,Championship League Snooker
68,6492260,SI Jiahui vs Ryan Day,Correct Score,SI Jiahui 3-0,4.5,7,2,CS,S,Snooker,Championship League Snooker
70,6492260,SI Jiahui vs Ryan Day,Correct Score,Ryan Day 3-2,5.0,4,1,CS,S,Snooker,Championship League Snooker
72,6123606,Meralco Bolts vs Tnt Katropa,Wedstrijd - Resultaat (excl. OT),Meralco Bolts,1.69,69,100,MR,1,Basketbal,PBA Commissioner's Cup
74,6123606,Meralco Bolts vs Tnt Katropa,Wedstrijd - Resultaat (excl. OT),Tnt Katropa,2.2,6,5,MR,2,Basketbal,PBA Commissioner's Cup
76,6123606,Meralco Bolts vs Tnt Katropa,Wedstrijd - Resultaat (excl. OT),Gelijkspel,13.0,12,1,MR,D,Basketbal,PBA Commissioner's Cup
78,6123606,Meralco Bolts vs Tnt Katropa,Winning Margin 11+,Tnt Katropa by 1-5,5.5,9,2,--,,Basketbal,PBA Commissioner's Cup
80,6123606,Meralco Bolts vs Tnt Katropa,Winning Margin 11+,Tnt Katropa by 6-10,6.0,5,1,--,,Basketbal,PBA Commissioner's Cup
82,6123606,Meralco Bolts vs Tnt Katropa,Winning Margin 11+,Tnt Katropa by 11+,4.5,7,2,--,,Basketbal,PBA Commissioner's Cup
84,6123606,Meralco Bolts vs Tnt Katropa,Winning Margin 11+,Meralco Bolts by 11+,3.15,43,20,--,,Basketbal,PBA Commissioner's Cup
86,6123606,Meralco Bolts vs Tnt Katropa,Winning Margin 11+,Meralco Bolts by 1-5,4.75,15,4,--,,Basketbal,PBA Commissioner's Cup
88,6123606,Meralco Bolts vs Tnt Katropa,Winning Margin 11+,Meralco Bolts by 6-10,5.0,4,1,--,,Basketbal,PBA Commissioner's Cup
90,6123606,Meralco Bolts vs Tnt Katropa,Winnaar,Meralco Bolts,1.61,61,100,HH,1,Basketbal,PBA Commissioner's Cup
92,6123606,Meralco Bolts vs Tnt Katropa,Winnaar,Tnt Katropa,2.05,21,20,HH,2,Basketbal,PBA Commissioner's Cup
94,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Meralco Bolts - Meralco Bolts,2.15,23,20,HF,1,Basketbal,PBA Commissioner's Cup
96,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Gelijkspel - Tnt Katropa,46.0,45,1,HF,6,Basketbal,PBA Commissioner's Cup
98,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Tnt Katropa - Tnt Katropa,2.9,19,10,HF,9,Basketbal,PBA Commissioner's Cup
100,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Tnt Katropa - Meralco Bolts,6.0,5,1,HF,7,Basketbal,PBA Commissioner's Cup
102,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Gelijkspel - Meralco Bolts,34.0,33,1,HF,4,Basketbal,PBA Commissioner's Cup
104,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Meralco Bolts - Tnt Katropa,6.75,23,4,HF,3,Basketbal,PBA Commissioner's Cup
106,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Gelijkspel - Gelijkspel,201.0,200,1,HF,5,Basketbal,PBA Commissioner's Cup
108,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Tnt Katropa - Gelijkspel,26.0,25,1,HF,8,Basketbal,PBA Commissioner's Cup
110,6123606,Meralco Bolts vs Tnt Katropa,Half-Time / Full-Time,Meralco Bolts - Gelijkspel,26.0,25,1,HF,2,Basketbal,PBA Commissioner's Cup
112,6123606,Meralco Bolts vs Tnt Katropa,Aantal Punten - Over/Under 197.5,Over,1.87,87,100,HL,1,Basketbal,PBA Commissioner's Cup
114,6123606,Meralco Bolts vs Tnt Katropa,Aantal Punten - Over/Under 197.5,Under,1.73,73,100,HL,L,Basketbal,PBA Commissioner's Cup
116,6123606,Meralco Bolts vs Tnt Katropa,Aantal Punten - Over/Under 196.5,Over,1.8,4,5,HL,1,Basketbal,PBA Commissioner's Cup
118,6123606,Meralco Bolts vs Tnt Katropa,Aantal Punten - Over/Under 196.5,Under,1.83,83,100,HL,L,Basketbal,PBA Commissioner's Cup
120,6123606,Meralco Bolts vs Tnt Katropa,Wedstrijd Winnaar en Aantal Punten Over/Under 196.5,Meralco Bolts en Over 196.5,3.15,43,20,--,,Basketbal,PBA Commissioner's Cup
122,6123606,Meralco Bolts vs Tnt Katropa,Wedstrijd Winnaar en Aantal Punten Over/Under 196.5,Tnt Katropa en Under 196.5,4.0,3,1,--,,Basketbal,PBA Commissioner's Cup
124,6123606,Meralco Bolts vs Tnt Katropa,Wedstrijd Winnaar en Aantal Punten Over/Under 196.5,Meralco Bolts en Under 196.5,3.15,43,20,--,,Basketbal,PBA Commissioner's Cup
126,6123606,Meralco Bolts vs Tnt Katropa,Wedstrijd Winnaar en Aantal Punten Over/Under 196.5,Tnt Katropa en Over 196.5,4.0,3,1,--,,Basketbal,PBA Commissioner's Cup
128,6123606,Meralco Bolts vs Tnt Katropa,Meralco Bolts Aantal Punten - Over/Under 98.5,Over,1.69,69,100,HL,1,Basketbal,PBA Commissioner's Cup
130,6123606,Meralco Bolts vs Tnt Katropa,Meralco Bolts Aantal Punten - Over/Under 98.5,Under,1.87,87,100,HL,L,Basketbal,PBA Commissioner's Cup
132,6123606,Meralco Bolts vs Tnt Katropa,Tnt Katropa Aantal Punten - Over/Under 98.5,Under,1.65,13,20,HL,L,Basketbal,PBA Commissioner's Cup
134,6123606,Meralco Bolts vs Tnt Katropa,Tnt Katropa Aantal Punten - Over/Under 98.5,Over,1.95,19,20,HL,1,Basketbal,PBA Commissioner's Cup
136,6123606,Meralco Bolts vs Tnt Katropa,Aantal Punten - Over/Under 195.5,Under,1.91,91,100,HL,L,Basketbal,PBA Commissioner's Cup
138,6123606,Meralco Bolts vs Tnt Katropa,Aantal Punten - Over/Under 195.5,Over,1.73,73,100,HL,1,Basketbal,PBA Commissioner's Cup
140,6123606,Meralco Bolts vs Tnt Katropa,Handicap - Winnaar -3.5,Meralco Bolts,1.91,91,100,WH,1,Basketbal,PBA Commissioner's Cup
142,6123606,Meralco Bolts vs Tnt Katropa,Handicap - Winnaar -3.5,Tnt Katropa,1.73,73,100,WH,2,Basketbal,PBA Commissioner's Cup
144,6123606,Meralco Bolts vs Tnt Katropa,Handicap - Winnaar -1.5,Meralco Bolts,1.69,69,100,WH,1,Basketbal,PBA Commissioner's Cup
146,6123606,Meralco Bolts vs Tnt Katropa,Handicap - Winnaar -1.5,Tnt Katropa,1.95,19,20,WH,2,Basketbal,PBA Commissioner's Cup
148,6123606,Meralco Bolts vs Tnt Katropa,Meralco Bolts Aantal Punten - Over/Under 99.5,Under,1.77,77,100,HL,L,Basketbal,PBA Commissioner's Cup
150,6123606,Meralco Bolts vs Tnt Katropa,Meralco Bolts Aantal Punten - Over/Under 99.5,Over,1.8,4,5,HL,1,Basketbal,PBA Commissioner's Cup
152,6123606,Meralco Bolts vs Tnt Katropa,Handicap - Winnaar -2.5,Tnt Katropa,1.83,83,100,WH,2,Basketbal,PBA Commissioner's Cup
154,6123606,Meralco Bolts vs Tnt Katropa,Handicap - Winnaar -2.5,Meralco Bolts,1.8,4,5,WH,1,Basketbal,PBA Commissioner's Cup
156,6123606,Meralco Bolts vs Tnt Katropa,Tnt Katropa Aantal Punten - Over/Under 97.5,Under,1.77,77,100,HL,L,Basketbal,PBA Commissioner's Cup
158,6123606,Meralco Bolts vs Tnt Katropa,Tnt Katropa Aantal Punten - Over/Under 97.5,Over,1.8,4,5,HL,1,Basketbal,PBA Commissioner's Cup
160,6123606,Meralco Bolts vs Tnt Katropa,Tnt Katropa Aantal Punten - Over/Under 96.5,Under,1.87,87,100,HL,L,Basketbal,PBA Commissioner's Cup
162,6123606,Meralco Bolts vs Tnt Katropa,Tnt Katropa Aantal Punten - Over/Under 96.5,Over,1.69,69,100,HL,1,Basketbal,PBA Commissioner's Cup
164,6123606,Meralco Bolts vs Tnt Katropa,Meralco Bolts Aantal Punten - Over/Under 100.5,Over,1.93,93,100,HL,1,Basketbal,PBA Commissioner's Cup
166,6123606,Meralco Bolts vs Tnt Katropa,Meralco Bolts Aantal Punten - Over/Under 100.5,Under,1.65,13,20,HL,L,Basketbal,PBA Commissioner's Cup
168,6492261,Chris Wakelin vs Pang Junxu,Wedstrijd,Chris Wakelin,1.8,4,5,HH,1,Snooker,Championship League Snooker
170,6492261,Chris Wakelin vs Pang Junxu,Wedstrijd,Pang Junxu,2.0,1,1,HH,2,Snooker,Championship League Snooker
172,6492261,Chris Wakelin vs Pang Junxu,Handicap Winnaar -1.5,Chris Wakelin,2.6,8,5,WH,1,Snooker,Championship League Snooker
174,6492261,Chris Wakelin vs Pang Junxu,Handicap Winnaar -1.5,Pang Junxu,1.47,47,100,WH,2,Snooker,Championship League Snooker
176,6492261,Chris Wakelin vs Pang Junxu,Handicap Winnaar 0.5,Chris Wakelin,1.77,77,100,WH,1,Snooker,Championship League Snooker
178,6492261,Chris Wakelin vs Pang Junxu,Handicap Winnaar 0.5,Pang Junxu,1.98,49,50,WH,2,Snooker,Championship League Snooker
180,6492261,Chris Wakelin vs Pang Junxu,Handicap Winnaar -0.5,Chris Wakelin,1.77,77,100,WH,1,Snooker,Championship League Snooker
182,6492261,Chris Wakelin vs Pang Junxu,Handicap Winnaar -0.5,Pang Junxu,1.98,49,50,WH,2,Snooker,Championship League Snooker
184,6492261,Chris Wakelin vs Pang Junxu,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
186,6492261,Chris Wakelin vs Pang Junxu,Aantal Frames - Over/Under 3.5,Over,1.31,31,100,HL,1,Snooker,Championship League Snooker
188,6492261,Chris Wakelin vs Pang Junxu,Correct Score,Pang Junxu 3-2,4.75,15,4,CS,S,Snooker,Championship League Snooker
190,6492261,Chris Wakelin vs Pang Junxu,Correct Score,Pang Junxu 3-1,4.5,7,2,CS,S,Snooker,Championship League Snooker
192,6492261,Chris Wakelin vs Pang Junxu,Correct Score,Chris Wakelin 3-2,4.5,7,2,CS,S,Snooker,Championship League Snooker
194,6492261,Chris Wakelin vs Pang Junxu,Correct Score,Chris Wakelin 3-0,5.25,17,4,CS,S,Snooker,Championship League Snooker
196,6492261,Chris Wakelin vs Pang Junxu,Correct Score,Pang Junxu 3-0,6.25,21,4,CS,S,Snooker,Championship League Snooker
198,6492261,Chris Wakelin vs Pang Junxu,Correct Score,Chris Wakelin 3-1,4.0,3,1,CS,S,Snooker,Championship League Snooker
200,6492261,Chris Wakelin vs Pang Junxu,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
202,6492261,Chris Wakelin vs Pang Junxu,Aantal Frames - Over/Under 4.5,Under,1.47,47,100,HL,L,Snooker,Championship League Snooker
204,6492272,Jak Jones vs Robert Milkins,Handicap Winnaar -1.5,Robert Milkins,1.69,69,100,WH,2,Snooker,Championship League Snooker
206,6492272,Jak Jones vs Robert Milkins,Handicap Winnaar -1.5,Jak Jones,2.1,11,10,WH,1,Snooker,Championship League Snooker
208,6492272,Jak Jones vs Robert Milkins,Wedstrijd,Robert Milkins,2.6,8,5,HH,2,Snooker,Championship League Snooker
210,6492272,Jak Jones vs Robert Milkins,Wedstrijd,Jak Jones,1.51,51,100,HH,1,Snooker,Championship League Snooker
212,6492272,Jak Jones vs Robert Milkins,Aantal Frames - Over/Under 4.5,Over,2.7,17,10,HL,1,Snooker,Championship League Snooker
214,6492272,Jak Jones vs Robert Milkins,Aantal Frames - Over/Under 4.5,Under,1.43,43,100,HL,L,Snooker,Championship League Snooker
216,6492272,Jak Jones vs Robert Milkins,Aantal Frames - Over/Under 3.5,Under,3.0,2,1,HL,L,Snooker,Championship League Snooker
218,6492272,Jak Jones vs Robert Milkins,Aantal Frames - Over/Under 3.5,Over,1.33,33,100,HL,1,Snooker,Championship League Snooker
220,6492272,Jak Jones vs Robert Milkins,Handicap Winnaar 0.5,Robert Milkins,2.5,6,4,WH,2,Snooker,Championship League Snooker
222,6492272,Jak Jones vs Robert Milkins,Handicap Winnaar 0.5,Jak Jones,1.49,49,100,WH,1,Snooker,Championship League Snooker
224,6492272,Jak Jones vs Robert Milkins,Handicap Winnaar -0.5,Jak Jones,1.49,49,100,WH,1,Snooker,Championship League Snooker
226,6492272,Jak Jones vs Robert Milkins,Handicap Winnaar -0.5,Robert Milkins,2.5,6,4,WH,2,Snooker,Championship League Snooker
228,6492272,Jak Jones vs Robert Milkins,Correct Score,Jak Jones 3-2,4.25,13,4,CS,S,Snooker,Championship League Snooker
230,6492272,Jak Jones vs Robert Milkins,Correct Score,Robert Milkins 3-1,5.75,19,4,CS,S,Snooker,Championship League Snooker
232,6492272,Jak Jones vs Robert Milkins,Correct Score,Jak Jones 3-0,4.0,3,1,CS,S,Snooker,Championship League Snooker
234,6492272,Jak Jones vs Robert Milkins,Correct Score,Robert Milkins 3-2,5.5,9,2,CS,S,Snooker,Championship League Snooker
236,6492272,Jak Jones vs Robert Milkins,Correct Score,Jak Jones 3-1,3.4,12,5,CS,S,Snooker,Championship League Snooker
238,6492272,Jak Jones vs Robert Milkins,Correct Score,Robert Milkins 3-0,9.0,8,1,CS,S,Snooker,Championship League Snooker
240,6492263,Allister Carter vs Ryan Day,Handicap Winnaar 0.5,Ryan Day,2.25,5,4,WH,2,Snooker,Championship League Snooker
242,6492263,Allister Carter vs Ryan Day,Handicap Winnaar 0.5,Allister Carter,1.61,61,100,WH,1,Snooker,Championship League Snooker
244,6492263,Allister Carter vs Ryan Day,Wedstrijd,Ryan Day,2.3,13,10,HH,2,Snooker,Championship League Snooker
246,6492263,Allister Carter vs Ryan Day,Wedstrijd,Allister Carter,1.63,63,100,HH,1,Snooker,Championship League Snooker
248,6492263,Allister Carter vs Ryan Day,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
250,6492263,Allister Carter vs Ryan Day,Aantal Frames - Over/Under 4.5,Under,1.44,11,25,HL,L,Snooker,Championship League Snooker
252,6492263,Allister Carter vs Ryan Day,Aantal Frames - Over/Under 3.5,Over,1.33,33,100,HL,1,Snooker,Championship League Snooker
254,6492263,Allister Carter vs Ryan Day,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
256,6492263,Allister Carter vs Ryan Day,Handicap Winnaar -1.5,Allister Carter,2.3,13,10,WH,1,Snooker,Championship League Snooker
258,6492263,Allister Carter vs Ryan Day,Handicap Winnaar -1.5,Ryan Day,1.57,57,100,WH,2,Snooker,Championship League Snooker
260,6492263,Allister Carter vs Ryan Day,Handicap Winnaar -0.5,Allister Carter,1.61,61,100,WH,1,Snooker,Championship League Snooker
262,6492263,Allister Carter vs Ryan Day,Handicap Winnaar -0.5,Ryan Day,2.25,5,4,WH,2,Snooker,Championship League Snooker
264,6492263,Allister Carter vs Ryan Day,Correct Score,Ryan Day 3-0,7.5,13,2,CS,S,Snooker,Championship League Snooker
266,6492263,Allister Carter vs Ryan Day,Correct Score,Ryan Day 3-2,5.0,4,1,CS,S,Snooker,Championship League Snooker
268,6492263,Allister Carter vs Ryan Day,Correct Score,Allister Carter 3-1,3.65,53,20,CS,S,Snooker,Championship League Snooker
270,6492263,Allister Carter vs Ryan Day,Correct Score,Allister Carter 3-0,4.5,7,2,CS,S,Snooker,Championship League Snooker
272,6492263,Allister Carter vs Ryan Day,Correct Score,Allister Carter 3-2,4.25,13,4,CS,S,Snooker,Championship League Snooker
274,6492263,Allister Carter vs Ryan Day,Correct Score,Ryan Day 3-1,5.25,17,4,CS,S,Snooker,Championship League Snooker
276,6492273,SI Jiahui vs Pang Junxu,Handicap Winnaar 0.5,SI Jiahui,1.69,69,100,WH,1,Snooker,Championship League Snooker
278,6492273,SI Jiahui vs Pang Junxu,Handicap Winnaar 0.5,Pang Junxu,2.1,11,10,WH,2,Snooker,Championship League Snooker
280,6492273,SI Jiahui vs Pang Junxu,Wedstrijd,SI Jiahui,1.71,71,100,HH,1,Snooker,Championship League Snooker
282,6492273,SI Jiahui vs Pang Junxu,Wedstrijd,Pang Junxu,2.15,23,20,HH,2,Snooker,Championship League Snooker
284,6492273,SI Jiahui vs Pang Junxu,Aantal Frames - Over/Under 3.5,Over,1.31,31,100,HL,1,Snooker,Championship League Snooker
286,6492273,SI Jiahui vs Pang Junxu,Aantal Frames - Over/Under 3.5,Under,3.15,43,20,HL,L,Snooker,Championship League Snooker
288,6492273,SI Jiahui vs Pang Junxu,Handicap Winnaar -0.5,SI Jiahui,1.69,69,100,WH,1,Snooker,Championship League Snooker
290,6492273,SI Jiahui vs Pang Junxu,Handicap Winnaar -0.5,Pang Junxu,2.1,11,10,WH,2,Snooker,Championship League Snooker
292,6492273,SI Jiahui vs Pang Junxu,Aantal Frames - Over/Under 4.5,Under,1.47,47,100,HL,L,Snooker,Championship League Snooker
294,6492273,SI Jiahui vs Pang Junxu,Aantal Frames - Over/Under 4.5,Over,2.6,8,5,HL,1,Snooker,Championship League Snooker
296,6492273,SI Jiahui vs Pang Junxu,Handicap Winnaar -1.5,SI Jiahui,2.45,29,20,WH,1,Snooker,Championship League Snooker
298,6492273,SI Jiahui vs Pang Junxu,Handicap Winnaar -1.5,Pang Junxu,1.51,51,100,WH,2,Snooker,Championship League Snooker
300,6492273,SI Jiahui vs Pang Junxu,Correct Score,Pang Junxu 3-0,7.0,6,1,CS,S,Snooker,Championship League Snooker
302,6492273,SI Jiahui vs Pang Junxu,Correct Score,Pang Junxu 3-1,4.75,15,4,CS,S,Snooker,Championship League Snooker
304,6492273,SI Jiahui vs Pang Junxu,Correct Score,Pang Junxu 3-2,5.0,4,1,CS,S,Snooker,Championship League Snooker
306,6492273,SI Jiahui vs Pang Junxu,Correct Score,SI Jiahui 3-2,4.25,13,4,CS,S,Snooker,Championship League Snooker
308,6492273,SI Jiahui vs Pang Junxu,Correct Score,SI Jiahui 3-1,3.85,57,20,CS,S,Snooker,Championship League Snooker
310,6492273,SI Jiahui vs Pang Junxu,Correct Score,SI Jiahui 3-0,5.0,4,1,CS,S,Snooker,Championship League Snooker
312,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Paul Stirling Aantal Runs - Over/Under 18.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
314,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Paul Stirling Aantal Runs - Over/Under 18.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
316,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Mushfiqur Rahim Aantal Runs - Over/Under 21.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
318,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Mushfiqur Rahim Aantal Runs - Over/Under 21.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
320,6483192,Fortune Barishal vs Sylhet Strikers,Sylhet Strikers Innings 1 Dismissal 1 Aantal Runs - Over/Under 18.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
322,6483192,Fortune Barishal vs Sylhet Strikers,Sylhet Strikers Innings 1 Dismissal 1 Aantal Runs - Over/Under 18.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
324,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Tamim Iqbal Aantal Runs - Over/Under 25.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
326,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Tamim Iqbal Aantal Runs - Over/Under 25.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
328,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 George Munsey Aantal Runs - Over/Under 18.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
330,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 George Munsey Aantal Runs - Over/Under 18.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
332,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Rony Talukdar Aantal Runs - Over/Under 17.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
334,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Rony Talukdar Aantal Runs - Over/Under 17.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
336,6483192,Fortune Barishal vs Sylhet Strikers,Fortune Barishal Innings 1 Total Fours Over/Under 14.5,Over,1.77,77,100,HL,1,Cricket,Bangladesh Premier League
338,6483192,Fortune Barishal vs Sylhet Strikers,Fortune Barishal Innings 1 Total Fours Over/Under 14.5,Under,1.93,93,100,HL,L,Cricket,Bangladesh Premier League
340,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Pritom Kumar Aantal Runs - Over/Under 14.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
342,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Pritom Kumar Aantal Runs - Over/Under 14.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
344,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Aaron Jones Aantal Runs - Over/Under 15.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
346,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Aaron Jones Aantal Runs - Over/Under 15.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
348,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Kyle Mayers Aantal Runs - Over/Under 20.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
350,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Kyle Mayers Aantal Runs - Over/Under 20.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
352,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Zakir Hasan Aantal Runs - Over/Under 15.5,Under,1.87,87,100,HL,L,Cricket,Bangladesh Premier League
354,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Zakir Hasan Aantal Runs - Over/Under 15.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
356,6483192,Fortune Barishal vs Sylhet Strikers,Wedstrijd Total Sixes Over/Under 16.5,Over,1.8,4,5,HL,1,Cricket,Bangladesh Premier League
358,6483192,Fortune Barishal vs Sylhet Strikers,Wedstrijd Total Sixes Over/Under 16.5,Under,1.91,91,100,HL,L,Cricket,Bangladesh Premier League
360,6483192,Fortune Barishal vs Sylhet Strikers,Winnaar Wedstrijd (Inc Super Over),Fortune Barishal,1.44,11,25,HH,1,Cricket,Bangladesh Premier League
362,6483192,Fortune Barishal vs Sylhet Strikers,Winnaar Wedstrijd (Inc Super Over),Sylhet Strikers,2.8,9,5,HH,2,Cricket,Bangladesh Premier League
364,6483192,Fortune Barishal vs Sylhet Strikers,Innings 1 Towhid Hridoy Aantal Runs - Over/Under 24.5,Over,1.87,87,100,HL,1,Cricket,Bangladesh Premier League
